,Unnamed: 0,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,eos,rules_sum,scores_sum,warning_scores,warning_PAINS
21114,698,CCN(C)Cc1cccc(CNC(=O)NC(C)c2nncn2C)c1,-1.47,0.597,0.343,0.0,0.9,0.02,0.003,0.027,-5.389,3.468902832537424e-06,0.934,30.019651412963867%,1.615,70.22671508789062%,0.024,0.127,0.099,0.794,0.016,0.105,0.017,0.767,0.035,0.135,8.371,0.842,0.092,0.316,0.111,0.022,0.539,0.133,0.088,0.129,0.003,0.017,0.888,0.277,1.983,2.665,2.635,0.003,0.002,0.01,0.004,0.152,0.005,0.004,0.023,0.004,0.005,0.01,0.004,330.22,344.427,0.959,7,2,75.08,9,2,6,7,0,12,0.75,1,0,0,0,0,1,1,0,0,0.812,2.795,0.471,26.0,-2.418,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21183,4,16,,None
21133,717,O=C(COc1cccc(C(F)(F)F)c1)NC[C@H]1CCCO1,-3.218,2.909,2.352,0.88,0.007,0.003,0.002,0.002,-4.722,1.8887751139118336e-05,0.88,94.18096923828125%,0.929,5.725135803222656%,0.731,0.274,0.706,0.706,0.291,0.071,0.02,0.282,0.129,0.248,9.767,0.505,0.268,0.474,0.403,0.586,0.046,0.761,0.313,0.277,0.006,0.091,0.419,0.916,3.367,3.768,4.375,0.304,0.005,0.054,0.017,0.234,0.005,0.01,0.262,0.008,0.103,0.068,0.352,303.11,278.612,1.088,4,1,47.56,7,2,6,7,0,12,0.583,1,0,0,0,0,2,0,2,0,0.908,2.438,0.5,43.952,-1.663,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21192,4,16,,None
21137,721,CN1C(=O)N[C@@H]2CN(Cc3ccc4c(c3)ncn4C)CC[C@@H]21,-1.591,1.169,0.727,0.008,0.993,0.852,0.953,0.703,-5.296,5.400302143243607e-06,0.938,49.40850830078125%,1.809,64.67420196533203%,0.042,0.334,0.132,0.663,0.092,0.122,0.183,0.569,0.039,0.553,5.776,0.793,0.043,0.344,0.613,0.048,0.484,0.762,0.16,0.876,0.003,0.016,0.926,0.214,2.072,2.52,2.85,0.225,0.003,0.075,0.007,0.32,0.007,0.005,0.304,0.009,0.006,0.013,0.033,299.17,301.658,0.992,6,1,53.4,2,4,9,6,0,21,0.095,2,0,0,0,0,0,0,0,3,0.906,3.463,0.5,71.75,-1.092,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21194,4,16,,None
21141,725,CC(NC(=O)c1ccccc1Br)C(=O)NC1CCCC1,-3.702,2.712,2.731,0.006,0.006,0.005,0.001,0.003,-4.724,2.6127971068490297e-05,0.953,95.2880859375%,0.71,4.777215957641602%,0.606,0.185,0.813,0.128,0.485,0.445,0.086,0.229,0.69,0.164,1.521,0.369,0.035,0.23,0.268,0.018,0.525,0.199,0.165,0.057,0.003,0.024,0.107,0.437,2.992,3.694,4.606,0.568,0.003,0.039,0.018,0.184,0.006,0.401,0.096,0.021,0.098,0.161,0.014,338.06,296.559,1.14,4,2,58.2,6,2,6,5,0,13,0.462,1,1,0,0,0,0,1,1,0,0.886,2.284,0.467,41.455,-1.29,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21197,4,16,,None
21144,728,NC(=O)N[C@@H](CC(=O)N1CCCC2(CCCCC2)CC1)c1cccs1,-2.77,2.706,2.586,0.956,0.791,0.007,0.987,0.974,-4.928,3.59627119905781e-05,0.952,77.94779205322266%,0.743,26.127756118774414%,0.057,0.705,0.224,0.102,0.291,0.153,0.466,0.529,0.897,0.22,3.577,0.087,0.04,0.588,0.081,0.153,0.048,0.939,0.233,0.836,0.003,0.018,0.96,0.39,2.789,3.056,3.095,0.384,0.002,0.019,0.004,0.196,0.014,0.073,0.378,0.039,0.081,0.579,0.058,363.2,370.045,0.982,5,3,75.43,6,3,7,6,0,20,0.3,1,0,0,0,0,0,1,0,1,0.853,3.403,0.684,79.688,-1.392,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21493,4,16,,None
21153,737,Cc1ccccc1CN1CCNC(=O)C1C,-0.975,1.791,1.772,0.002,0.028,0.01,0.006,0.069,-4.576,2.0619363567675464e-05,0.923,67.59130859375%,1.597,39.72052764892578%,0.177,0.192,0.213,0.868,0.013,0.166,0.932,0.853,0.049,0.461,9.816,0.824,0.022,0.233,0.092,0.046,0.464,0.236,0.094,0.058,0.004,0.022,0.239,0.429,2.064,3.138,3.887,0.01,0.002,0.019,0.003,0.155,0.011,0.003,0.046,0.008,0.007,0.009,0.009,218.14,236.529,0.922,3,1,32.34,2,2,6,3,0,13,0.154,1,0,0,0,0,0,0,0,0,0.812,2.522,0.462,36.474,-0.844,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21497,4,16,,None
21155,739,NC(=O)CN1CCn2cccc2[C@H]1c1ccccc1,-0.776,1.482,0.71,0.007,0.012,0.016,0.032,0.976,-5.186,3.1635452614864334e-05,0.43,59.5510368347168%,2.1,48.45560073852539%,0.083,0.112,0.214,0.542,0.367,0.251,0.12,0.417,0.354,0.625,8.184,0.566,0.02,0.386,0.517,0.407,0.019,0.47,0.074,0.295,0.003,0.01,0.037,0.552,2.565,3.71,3.048,0.007,0.003,0.039,0.002,0.077,0.011,0.005,0.034,0.004,0.006,0.058,0.409,255.14,268.289,0.951,4,2,51.26,3,3,9,4,0,17,0.176,1,0,0,0,0,0,0,0,1,0.9,2.663,0.267,49.737,-1.363,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21203,4,16,,None
21156,740,COc1cccc(C(=O)N(C)Cc2ncc(C)c(OC)c2C)c1OC,-2.672,2.347,2.342,0.004,0.068,0.009,0.121,0.693,-4.618,2.580413274699822e-05,0.841,87.8683090209961%,1.24,16.56412696838379%,0.162,0.95,0.678,0.938,0.07,0.68,0.048,0.888,0.811,0.883,5.745,0.746,0.124,0.229,0.502,0.065,0.074,0.022,0.183,0.103,0.003,0.013,0.088,1.228,2.036,3.551,3.818,0.425,0.011,0.052,0.658,0.032,0.011,0.007,0.253,0.036,0.096,0.033,0.011,344.17,358.766,0.959,6,0,60.89,7,2,6,6,0,13,0.538,0,0,0,0,0,2,3,0,0,0.806,2.297,0.368,15.0,-1.149,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21498,4,16,,None
21163,747,CC[C@H](O)CN1CCN(C(=O)c2cc3nc(C)ccc3o2)CC1,-0.864,1.79,1.372,0.029,0.997,0.007,0.31,0.219,-4.819,2.341702020203229e-05,0.745,55.95623016357422%,1.791,56.738346099853516%,0.089,0.419,0.088,0.85,0.016,0.209,0.044,0.888,0.021,0.577,4.164,0.283,0.231,0.537,0.25,0.014,0.581,0.377,0.149,0.718,0.003,0.019,0.983,0.16,2.023,2.347,3.818,0.394,0.005,0.015,0.005,0.265,0.007,0.006,0.485,0.017,0.007,0.01,0.024,317.17,323.097,0.982,6,1,69.81,5,3,9,6,0,17,0.294,1,0,0,0,0,1,0,0,1,0.929,2.754,0.529,56.231,-1.401,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21501,4,16,,None
21164,748,COc1cc(CC(=O)NC[C@H](C)N2CCC(C)CC2)cc(OC)c1OC,-2.239,2.322,2.004,0.154,0.964,0.004,0.621,0.027,-4.656,1.046979014063254e-05,0.959,43.533206939697266%,1.34,32.193599700927734%,0.036,0.133,0.111,0.94,0.032,0.175,0.878,0.789,0.304,0.731,10.09,0.839,0.337,0.484,0.074,0.01,0.026,0.044,0.392,0.03,0.003,0.012,0.657,0.83,2.345,3.336,3.847,0.55,0.004,0.013,0.013,0.148,0.01,0.01,0.093,0.006,0.033,0.006,0.005,364.24,383.972,0.949,6,1,60.03,9,2,6,6,0,13,0.692,1,0,0,0,0,0,2,0,0,0.768,2.601,0.65,46.242,-0.874,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS20744,4,16,,None
21166,750,COc1ccc(CN(C)C(=O)CCn2ncc(=O)c3ccccc32)cc1OC,-1.872,1.718,1.525,0.958,0.031,0.009,0.023,0.065,-4.839,2.567653245932888e-05,0.931,91.90631866455078%,1.294,5.942809581756592%,0.358,0.917,0.707,0.919,0.462,0.627,0.086,0.885,0.82,0.823,7.537,0.535,0.16,0.244,0.666,0.147,0.118,0.284,0.145,0.887,0.003,0.013,0.01,1.025,3.207,3.662,4.083,0.44,0.232,0.124,0.492,0.149,0.018,0.008,0.685,0.091,0.016,0.07,0.028,381.17,390.526,0.976,7,0,73.66,8,3,10,7,0,19,0.421,0,0,0,0,0,1,3,0,1,0.629,2.2,0.286,18.0,-1.521,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21503,4,16,,None
21170,754,COc1c(C)cc(CN(C)C(=O)C(C)NC(=O)c2ccoc2)cc1C,-3.841,2.498,2.751,0.001,0.547,0.013,0.009,0.873,-4.766,8.401612831221428e-06,0.973,92.91571807861328%,0.642,6.793337821960449%,0.262,0.126,0.361,0.492,0.353,0.075,0.028,0.35,0.571,0.5,9.082,0.751,0.025,0.418,0.196,0.014,0.139,0.163,0.056,0.613,0.003,0.01,0.155,0.535,2.062,3.446,4.385,0.566,0.005,0.027,0.126,0.316,0.006,0.068,0.111,0.019,0.033,0.042,0.012,344.17,358.766,0.959,6,1,71.78,8,2,6,6,0,13,0.615,1,0,0,0,0,1,1,0,1,0.874,2.859,0.368,30.0,-0.854,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21504,4,16,,None
21172,756,CC(C)NC(=O)CNC(=O)COC(c1ccccc1)c1ccccc1,-3.089,2.887,2.433,0.234,0.32,0.012,0.008,0.001,-5.095,0.0001529042783658,0.958,93.8141098022461%,0.545,6.969480991363525%,0.04,0.083,0.472,0.539,0.272,0.06,0.018,0.129,0.102,0.244,5.89,0.665,0.054,0.139,0.086,0.01,0.01,0.038,0.231,0.007,0.003,0.015,0.022,0.462,2.611,3.407,4.721,0.25,0.003,0.009,0.005,0.245,0.007,0.005,0.025,0.004,0.005,0.011,0.008,340.18,364.636,0.933,5,2,67.43,10,2,6,5,0,14,0.714,0,0,0,0,0,1,1,0,1,0.775,1.99,0.3,12.0,-1.011,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21505,4,16,,None
21182,766,O=C(CCSc1ccccc1)NC[C@H]1CCCO1,-2.323,2.523,2.021,0.003,0.088,0.006,0.35,0.154,-4.551,2.4639186449348927e-05,0.629,84.1702651977539%,1.162,12.838845252990723%,0.55,0.247,0.664,0.674,0.113,0.098,0.075,0.369,0.149,0.287,9.126,0.755,0.105,0.347,0.461,0.694,0.059,0.568,0.875,0.906,0.005,0.391,0.065,0.588,2.997,3.139,4.134,0.037,0.004,0.019,0.013,0.148,0.005,0.011,0.116,0.011,0.114,0.044,0.032,265.11,270.128,0.981,3,1,38.33,7,2,6,4,0,12,0.583,1,0,0,0,0,1,0,0,0,0.803,2.381,0.5,30.429,-1.463,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21508,4,16,,None
21189,773,CNC(=O)C1CCN(C(=O)N[C@H]2CCOc3ccccc32)CC1,-1.926,1.162,0.941,0.009,0.899,0.013,0.887,0.758,-5.421,1.1496608749439474e-05,0.772,48.7605094909668%,0.75,38.061546325683594%,0.041,0.117,0.205,0.599,0.129,0.662,0.023,0.859,0.115,0.21,6.152,0.749,0.054,0.253,0.066,0.025,0.457,0.902,0.109,0.487,0.003,0.009,0.085,0.322,2.1,3.472,4.157,0.021,0.004,0.048,0.009,0.255,0.012,0.011,0.287,0.083,0.038,0.306,0.051,317.17,323.097,0.982,6,2,70.67,5,3,10,6,0,19,0.263,1,0,0,0,0,0,1,0,0,0.872,2.631,0.529,57.846,-1.427,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21513,4,16,,None
21195,779,NC(=O)CC1CCN(C(=O)N[C@H]2CCOc3ccccc32)CC1,-2.261,0.914,0.846,0.013,0.996,0.004,0.685,0.46,-5.251,1.3124218639859464e-05,0.956,43.21627426147461%,0.664,38.58378982543945%,0.056,0.088,0.13,0.066,0.111,0.446,0.067,0.786,0.079,0.214,7.563,0.385,0.064,0.531,0.055,0.053,0.292,0.936,0.123,0.575,0.003,0.01,0.037,0.39,2.297,3.1,3.669,0.106,0.009,0.067,0.006,0.406,0.262,0.032,0.266,0.017,0.173,0.354,0.045,317.17,323.097,0.982,6,3,84.66,5,3,10,6,0,19,0.263,1,0,0,0,0,0,1,0,0,0.891,2.717,0.529,57.846,-1.222,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21220,4,16,,None
21207,791,CN(CC(N)=O)C(=O)c1csc(Br)c1,-0.936,0.852,0.671,0.001,0.001,0.025,0.399,0.918,-4.571,4.265838288119994e-05,0.995,42.670284271240234%,0.573,65.5403060913086%,0.62,0.663,0.243,0.064,0.029,0.263,0.013,0.423,0.027,0.167,3.233,0.295,0.046,0.052,0.133,0.013,0.079,0.022,0.183,0.042,0.004,0.067,0.136,0.251,2.011,2.95,3.17,0.025,0.002,0.01,0.003,0.097,0.009,0.014,0.026,0.005,0.052,0.024,0.005,275.96,205.189,1.345,4,2,63.4,4,1,5,6,0,7,0.571,0,0,0,0,0,1,1,1,1,0.898,2.472,0.25,8.0,-2.215,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21521,4,16,,None
21213,797,Cc1nn(CCC#N)c(C)c1CCC(=O)N1CCNC(=O)C1,-0.441,0.107,-0.329,0.003,0.009,0.355,0.067,0.394,-5.584,6.858367214590544e-06,0.713,48.75667190551758%,1.687,57.61653137207031%,0.011,0.095,0.055,0.057,0.013,0.434,0.013,0.19,0.025,0.324,4.64,0.773,0.016,0.662,0.049,0.031,0.693,0.31,0.153,0.93,0.003,0.011,0.025,-0.048,1.48,1.831,2.736,0.207,0.005,0.026,0.035,0.563,0.626,0.012,0.173,0.005,0.017,0.005,0.03,303.17,307.629,0.986,7,1,91.02,6,2,6,7,0,14,0.429,0,0,0,0,0,0,1,0,1,0.847,2.621,0.6,29.25,-2.21,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21523,4,16,,None
21221,805,Cn1cc(Br)cc1C(=O)NC[C@H]1CCCO1,-2.485,2.138,2.255,0.0,0.01,0.006,0.005,0.239,-4.8,2.180874434998259e-05,0.935,77.74673461914062%,1.155,38.150455474853516%,0.877,0.571,0.547,0.779,0.079,0.106,0.008,0.33,0.033,0.193,4.66,0.24,0.039,0.169,0.285,0.19,0.215,0.909,0.185,0.83,0.004,0.042,0.059,0.494,2.466,3.069,4.112,0.011,0.002,0.021,0.005,0.097,0.005,0.005,0.039,0.008,0.035,0.018,0.006,286.03,232.648,1.229,4,1,43.26,4,2,5,5,0,11,0.364,1,0,0,0,0,1,0,1,1,0.919,2.728,0.545,38.176,-1.244,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21527,4,16,,None
21225,809,COc1ccc(NC(=O)NCC[C@@](O)(c2nccn2C)C(F)(F)F)cn1,-3.735,2.383,1.446,0.0,0.726,0.006,0.002,0.02,-5.119,7.1565686994290445e-06,0.95,54.44718551635742%,1.026,42.712039947509766%,0.124,0.83,0.331,0.646,0.079,0.487,0.005,0.857,0.048,0.601,4.721,0.742,0.035,0.655,0.617,0.014,0.564,0.891,0.159,0.153,0.003,0.013,0.918,0.269,1.755,2.431,2.743,0.13,0.003,0.491,0.008,0.135,0.005,0.002,0.027,0.018,0.002,0.048,0.009,373.14,334.622,1.115,8,3,101.3,9,2,6,11,0,12,0.75,1,0,0,1,0,2,4,1,1,0.717,3.126,0.4,34.0,-2.15,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21233,4,16,,None
21234,818,CC1(C)COc2ccc(C(=O)N3CCC(O)CC3)cc21,-3.199,1.765,1.851,0.028,0.936,0.007,0.007,0.008,-4.921,2.1828747776453383e-05,0.858,62.14816665649414%,1.321,50.35972595214844%,0.142,0.455,0.108,0.746,0.043,0.562,0.026,0.812,0.014,0.377,3.442,0.345,0.049,0.129,0.061,0.005,0.538,0.366,0.087,0.121,0.003,0.037,0.03,0.42,2.335,2.672,4.118,0.607,0.009,0.095,0.343,0.13,0.009,0.006,0.221,0.009,0.073,0.073,0.014,275.15,286.444,0.961,4,1,49.77,2,3,9,4,0,17,0.118,0,0,0,0,0,0,0,0,0,0.852,2.329,0.562,46.08,-0.274,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21236,4,16,,None
21245,829,C[C@@H](CN(C)C1CCN(CCc2ccccn2)CC1)CS(C)(=O)=O,-0.845,0.791,0.348,0.261,0.992,0.014,0.003,0.003,-6.133,6.969033620407572e-06,0.929,34.239227294921875%,1.48,73.21898651123047%,0.012,0.055,0.014,0.92,0.0,0.015,0.78,0.861,0.001,0.56,4.826,0.225,0.128,0.65,0.04,0.01,0.231,0.911,0.838,0.106,0.003,0.042,0.975,0.012,2.139,2.347,2.964,0.52,0.002,0.004,0.001,0.094,0.015,0.011,0.057,0.005,0.006,0.003,0.003,353.21,363.942,0.971,5,0,53.51,8,2,6,6,0,14,0.571,1,0,0,0,0,2,0,0,2,0.712,3.012,0.722,46.516,-1.833,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21241,4,16,,None
21247,831,CC[C@@H]1C[C@H]1NC(=O)NCC1(O)CCC1,-1.799,1.874,0.978,0.001,0.982,0.011,0.001,0.002,-5.157,3.687175194500014e-05,0.977,21.19923210144043%,0.776,75.82587432861328%,0.041,0.308,0.111,0.725,0.12,0.543,0.031,0.312,0.12,0.236,8.137,0.463,0.014,0.252,0.11,0.006,0.032,0.067,0.414,0.035,0.003,0.053,0.25,0.214,2.014,2.639,2.013,0.083,0.002,0.014,0.006,0.284,0.005,0.004,0.044,0.004,0.012,0.041,0.004,212.15,218.637,0.97,4,3,61.36,6,2,4,4,0,8,0.75,2,0,0,0,0,0,0,0,1,0.651,3.431,0.909,32.0,0.054,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21537,4,16,,None
21250,834,CC1(C)CNC(=O)C1NCC(=O)NCCc1nc2ccccc2s1,-2.105,1.975,1.652,0.191,0.026,0.005,0.094,0.144,-5.422,1.4160581486066803e-05,0.575,47.97169876098633%,1.724,50.15187072753906%,0.132,0.113,0.823,0.236,0.357,0.44,0.091,0.262,0.731,0.468,5.733,0.311,0.029,0.065,0.039,0.022,0.124,0.621,0.179,0.029,0.003,0.005,0.448,0.356,2.217,3.121,4.023,0.006,0.004,0.179,0.007,0.121,0.008,0.02,0.234,0.295,0.016,0.268,0.059,346.15,341.177,1.015,6,3,83.12,7,3,9,7,0,17,0.412,1,0,0,0,0,0,1,0,4,0.731,3.251,0.471,58.32,-1.094,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21540,4,16,,None
21252,836,C[C@H]1CN(C(=O)C2=CCCCCC2)CC(=O)N1C,-1.134,0.64,1.423,0.182,0.007,0.01,0.762,0.906,-4.598,2.2393303879653104e-05,0.998,49.09554672241211%,0.874,64.6656723022461%,0.043,0.261,0.47,0.88,0.258,0.771,0.026,0.723,0.117,0.276,4.008,0.357,0.012,0.567,0.087,0.011,0.027,0.933,0.942,0.423,0.008,0.153,0.054,0.326,2.048,2.713,4.153,0.012,0.005,0.02,0.084,0.159,0.006,0.038,0.366,0.01,0.395,0.018,0.025,250.17,265.252,0.943,4,0,40.62,2,2,7,4,0,15,0.133,1,0,0,1,0,0,1,3,1,0.708,3.204,0.714,32.0,-0.492,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS20756,4,16,,None
21261,845,CN1C[C@@H](NC(=O)N(C)CCC2CC2)CCC1=O,-0.722,0.132,0.186,0.002,0.339,0.025,0.301,0.948,-5.339,7.135917712730588e-06,0.987,22.675891876220703%,0.71,60.237152099609375%,0.017,0.147,0.111,0.432,0.095,0.133,0.085,0.748,0.033,0.144,6.217,0.479,0.025,0.61,0.08,0.014,0.157,0.32,0.494,0.356,0.003,0.018,0.041,0.183,1.967,1.987,3.252,0.05,0.003,0.013,0.01,0.364,0.007,0.035,0.061,0.011,0.023,0.025,0.008,253.18,261.589,0.968,5,1,52.65,6,2,6,5,0,11,0.545,1,0,0,0,0,1,0,0,0,0.814,2.968,0.846,31.0,-1.338,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21248,4,16,,None
21262,846,CNC(=O)CCCN(C)C1CCCN(c2cnn(C)c2)C1=O,-0.575,-1.396,-0.619,0.002,0.007,0.879,0.808,0.328,-5.249,6.120555553934537e-06,0.71,35.357234954833984%,1.516,73.67411041259766%,0.032,0.556,0.062,0.813,0.028,0.131,0.021,0.772,0.027,0.556,3.904,0.796,0.019,0.468,0.261,0.015,0.048,0.112,0.057,0.626,0.003,0.008,0.04,0.086,1.724,2.417,3.881,0.009,0.002,0.015,0.005,0.168,0.004,0.004,0.246,0.006,0.004,0.008,0.005,307.2,312.902,0.982,7,1,70.47,7,2,6,7,0,13,0.538,1,0,0,1,0,1,1,0,0,0.824,3.156,0.667,43.16,-1.717,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21544,4,16,,None
21264,848,CCc1nnc(C(=O)N(CC)CC(CC)CC)s1,-2.997,3.555,3.493,0.004,0.001,0.003,0.919,0.034,-4.41,1.5914420146145858e-05,0.931,84.08367156982422%,1.186,9.401530265808105%,0.663,0.58,0.871,0.722,0.696,0.183,0.187,0.21,0.423,0.22,3.168,0.133,0.006,0.294,0.535,0.007,0.029,0.033,0.049,0.049,0.004,0.137,0.391,0.695,2.266,2.724,3.718,0.004,0.004,0.027,0.022,0.082,0.014,0.063,0.055,0.004,0.036,0.061,0.005,269.16,277.228,0.971,4,0,46.09,8,1,5,5,0,6,1.333,0,0,0,0,0,1,0,0,0,0.764,2.712,0.769,8.0,-1.88,1,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS21546,3,16,,None
21268,852,CN1C(=O)N[C@@H]2CN(C(=O)c3cccc(Cl)c3Cl)CC[C@@H]21,-3.468,1.665,1.876,0.005,0.69,0.005,0.031,0.052,-4.72,2.138478157576173e-05,0.981,67.48783111572266%,1.673,26.221460342407227%,0.279,0.221,0.652,0.591,0.512,0.297,0.107,0.357,0.754,0.42,3.517,0.362,0.031,0.542,0.696,0.009,0.103,0.145,0.167,0.089,0.003,0.045,0.046,0.296,2.536,3.919,3.327,0.677,0.031,0.092,0.015,0.486,0.01,0.004,0.415,0.009,0.016,0.015,0.006,327.05,292.841,1.117,5,1,52.65,2,3,9,7,0,18,0.111,2,0,0,0,0,1,0,1,1,0.86,3.286,0.429,63.0,-1.237,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS20758,4,16,,None
21271,855,OC1CN=C(NCc2ccccc2)NC1,-0.763,0.176,0.826,0.0,0.994,0.354,0.047,0.827,-5.257,9.659928764449432e-06,0.403,11.115411758422852%,3.582,81.49685668945312%,0.068,0.072,0.082,0.687,0.006,0.105,0.394,0.785,0.016,0.103,13.738,0.719,0.071,0.09,0.008,0.072,0.044,0.781,0.228,0.039,0.003,0.012,0.931,0.284,2.015,2.118,3.846,0.001,0.001,0.018,0.003,0.031,0.005,0.008,0.014,0.004,0.003,0.004,0.009,205.12,212.934,0.963,4,3,56.65,3,2,6,4,0,12,0.25,1,0,0,0,0,0,1,0,0,0.641,2.872,0.364,30.6,0.123,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21548,4,16,,None
21291,875,CC(C)c1nc(CNC(=O)CNC(=O)c2ccc(F)cc2)cs1,-3.592,2.446,2.438,0.334,0.129,0.004,0.001,0.005,-4.702,2.9753457056358457e-05,0.546,92.79129791259766%,0.678,9.886581420898438%,0.841,0.341,0.916,0.165,0.596,0.191,0.16,0.699,0.736,0.195,3.734,0.357,0.248,0.252,0.483,0.006,0.067,0.096,0.106,0.03,0.003,0.009,0.385,0.46,2.37,3.598,5.188,0.021,0.003,0.032,0.005,0.11,0.007,0.016,0.118,0.009,0.015,0.028,0.008,335.11,324.871,1.032,5,2,71.09,8,2,6,7,0,13,0.615,0,1,0,0,0,1,1,1,1,0.852,2.059,0.312,13.0,-2.229,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS20761,4,16,,None
21297,881,CCO[C@H]1C[C@H](NC(=O)NC[C@@H]2CC(=O)N(C)[C@H]2c2cnn(C)c2C)C1,-1.538,1.351,0.039,0.0,0.995,0.101,0.014,0.061,-5.076,4.22659741161624e-06,0.593,61.23549270629883%,0.784,54.05376434326172%,0.005,0.083,0.056,0.678,0.008,0.058,0.005,0.16,0.021,0.252,8.61,0.352,0.012,0.42,0.128,0.021,0.026,0.35,0.038,0.027,0.003,0.012,0.005,0.07,1.403,1.905,2.074,0.001,0.002,0.02,0.004,0.27,0.004,0.006,0.104,0.003,0.004,0.012,0.004,363.23,365.023,0.995,8,2,88.49,8,3,5,8,0,16,0.5,2,0,0,0,0,1,1,0,0,0.793,3.778,0.722,65.581,-0.917,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21263,4,16,,None
21304,888,CCN(C)C(=O)c1cccc(NC(=O)N2CCC[C@@](O)(CC(=O)N(C)C)C2)c1,-1.529,0.463,0.289,0.003,0.986,0.941,0.644,0.974,-5.801,5.360945124266436e-06,0.829,42.68321228027344%,1.01,50.67900466918945%,0.012,0.362,0.026,0.072,0.024,0.089,0.023,0.28,0.09,0.155,5.662,0.624,0.037,0.076,0.09,0.004,0.061,0.245,0.075,0.007,0.003,0.016,0.007,0.143,1.829,1.871,4.137,0.364,0.022,0.113,0.024,0.176,0.005,0.012,0.145,0.009,0.007,0.25,0.167,390.23,400.692,0.974,8,2,93.19,9,2,6,8,0,15,0.6,1,0,0,1,0,1,4,0,1,0.799,3.021,0.55,56.484,-1.282,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21563,4,16,,None
21311,895,CC(C)c1nsc(CN2CCNC(=O)C[C@@H]2C)n1,-0.938,0.938,0.74,0.002,0.108,0.004,0.245,0.095,-4.605,2.096710340993013e-05,0.98,42.2368049621582%,2.562,51.09089660644531%,0.083,0.167,0.615,0.571,0.122,0.18,0.164,0.631,0.147,0.581,7.932,0.731,0.021,0.472,0.191,0.009,0.161,0.909,0.244,0.949,0.003,0.022,0.937,0.086,2.072,3.423,3.681,0.007,0.002,0.02,0.002,0.155,0.017,0.006,0.105,0.007,0.007,0.007,0.007,268.14,262.372,1.022,5,1,58.12,3,2,7,6,0,13,0.231,1,0,0,0,0,0,0,0,0,0.899,3.483,0.75,40.571,-1.131,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21270,4,16,,None
