,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
9623,35,28,1,1,0.05264
9256,34,9,1,1,0.05264
2194,5,19,1,4,0.05264
2350,5,34,2,4,0.05264
9445,35,1,1,4,0.05264
8909,32,14,2,4,0.05264
9448,35,1,2,4,0.05264
2902,7,12,1,1,0.05264
9455,35,2,1,4,0.05264
9458,35,2,2,4,0.05264
9265,34,10,2,4,0.05264
9262,34,10,1,4,0.05264
9465,35,3,1,4,0.05264
9468,35,3,2,4,0.05264
77,1,4,1,4,0.05264
9023,32,32,1,4,0.05264
9475,35,4,1,4,0.05264
9249,34,8,2,4,0.05264
9478,35,4,2,4,0.05264
9246,34,8,1,4,0.05264
9485,35,5,1,4,0.05264
9488,35,5,2,4,0.05264
3,1,1,1,4,0.05264
9495,35,6,1,4,0.05264
3296,8,16,1,4,0.05264
9498,35,6,2,4,0.05264
9224,34,6,2,4,0.05264
9221,34,6,1,4,0.05264
2347,5,34,1,4,0.05264
8969,32,22,2,4,0.05264
9429,34,35,2,4,0.05264
9426,34,35,1,4,0.05264
9374,34,27,2,4,0.05264
2329,5,32,1,4,0.05264
8950,32,19,1,4,0.05264
99,1,5,1,4,0.05264
9356,34,23,2,4,0.05264
9353,34,23,1,4,0.05264
8942,32,18,2,4,0.05264
8939,32,18,1,4,0.05264
9394,34,32,1,4,0.05264
9397,34,32,2,4,0.05264
9343,34,22,2,4,0.05264
9340,34,22,1,4,0.05264
2600,6,18,1,4,0.05264
9330,34,19,2,4,0.05264
9327,34,19,1,4,0.05264
9319,34,18,2,4,0.05264
9410,34,34,1,4,0.05264
9316,34,18,1,4,0.05264
2227,5,22,2,4,0.05264
8928,32,16,2,4,0.05264
9413,34,34,2,4,0.05264
8925,32,16,1,4,0.05264
9304,34,16,2,4,0.05264
9301,34,16,1,4,0.05264
8966,32,22,1,4,0.05264
123,1,6,1,4,0.05264
9509,35,8,1,4,0.05264
8879,32,10,1,4,0.05264
2181,5,18,2,4,0.05264
9182,34,3,1,4,0.05264
2737,6,34,1,4,0.05264
3320,8,18,1,4,0.05264
9582,35,22,1,4,0.05264
9004,32,27,1,4,0.05264
9585,35,22,2,4,0.05264
2402,6,2,1,4,0.05264
9172,34,2,2,4,0.05264
9169,34,2,1,4,0.05264
2604,6,18,2,4,0.05264
9591,35,23,1,4,0.05264
9594,35,23,2,4,0.05264
2472,6,6,1,4,0.05264
3324,8,18,2,4,0.05264
29,1,2,1,4,0.05264
3185,8,8,1,4,0.05264
2292,5,27,1,4,0.05264
2725,6,32,1,4,0.05264
9156,34,1,2,4,0.05264
53,1,3,1,4,0.05264
9614,35,27,1,4,0.05264
8833,32,6,1,4,0.05264
9153,34,1,1,4,0.05264
9617,35,27,2,4,0.05264
2364,5,35,2,4,0.05264
9185,34,3,2,4,0.05264
2740,6,34,2,4,0.05264
9512,35,8,2,4,0.05264
9568,35,19,1,4,0.05264
8984,32,23,1,4,0.05264
2587,6,16,2,4,0.05264
8877,32,10,1,1,0.05264
2583,6,16,1,4,0.05264
9210,34,5,2,4,0.05264
9524,35,10,1,4,0.05264
9527,35,10,2,4,0.05264
3300,8,16,2,4,0.05264
9207,34,5,1,4,0.05264
2754,6,35,2,4,0.05264
9536,35,14,1,1,0.05264
2751,6,35,1,4,0.05264
2361,5,35,1,4,0.05264
9546,35,16,1,4,0.05264
9549,35,16,2,4,0.05264
3222,8,10,1,4,0.05264
9198,34,4,2,4,0.05264
9555,35,18,1,1,0.05264
9558,35,18,1,4,0.05264
9561,35,18,2,4,0.05264
9195,34,4,1,4,0.05264
3210,8,9,2,4,0.05264
9761,37,14,1,1,0.05264
8858,32,8,1,4,0.05264
9565,35,19,1,1,0.05264
9571,35,19,2,4,0.05264
2454,6,5,1,4,0.05264
3381,8,23,1,4,0.05264
1548,4,5,1,4,0.05264
5741,18,3,2,4,0.05264
1570,4,6,1,4,0.05264
622,2,6,1,4,0.05264
5754,18,4,1,4,0.05264
5758,18,4,2,4,0.05264
598,2,5,1,4,0.05264
4703,13,26,1,1,0.05264
1598,4,8,1,4,0.05264
578,2,4,1,4,0.05264
5770,18,5,1,4,0.05264
5774,18,5,2,4,0.05264
968,3,1,1,4,0.05264
1621,4,9,2,4,0.05264
7685,25,19,1,1,0.05264
7703,25,23,1,1,0.05264
554,2,3,1,4,0.05264
1635,4,10,1,4,0.05264
1653,4,12,1,1,0.05264
5787,18,6,1,4,0.05264
5791,18,6,2,4,0.05264
6443,21,8,1,1,0.05264
530,2,2,1,4,0.05264
7748,25,31,1,1,0.05264
5806,18,8,1,4,0.05264
5810,18,8,2,4,0.05264
5830,18,10,1,4,0.05264
5834,18,10,2,4,0.05264
5737,18,3,1,4,0.05264
6511,21,19,1,1,0.05264
8175,27,23,1,4,0.05264
1526,4,4,1,4,0.05264
6566,21,28,1,1,0.05264
5063,14,37,1,1,0.05264
5060,14,35,1,1,0.05264
1437,3,35,1,4,0.05264
945,2,35,1,4,0.05264
5042,14,32,2,4,0.05264
5035,14,31,1,1,0.05264
1440,3,35,2,4,0.05264
5025,14,29,1,1,0.05264
5703,18,1,1,4,0.05264
6534,21,23,1,1,0.05264
5707,18,1,2,4,0.05264
6529,21,22,1,1,0.05264
1460,4,1,1,4,0.05264
690,2,10,1,4,0.05264
678,2,9,2,4,0.05264
948,2,35,2,4,0.05264
7470,24,19,1,1,0.05264
1482,4,2,1,4,0.05264
5720,18,2,1,4,0.05264
4887,14,12,1,1,0.05264
1504,4,3,1,4,0.05264
7489,24,22,1,1,0.05264
7495,24,23,1,1,0.05264
4865,14,9,2,4,0.05264
5724,18,2,2,4,0.05264
654,2,8,1,4,0.05264
1688,4,16,1,4,0.05264
1692,4,16,2,4,0.05264
5841,18,12,1,1,0.05264
1705,4,18,1,4,0.05264
5884,18,18,2,4,0.05264
5894,18,19,1,1,0.05264
8065,27,9,2,4,0.05264
8073,27,10,1,4,0.05264
5896,18,19,1,4,0.05264
4216,10,35,2,4,0.05264
5899,18,19,2,4,0.05264
6320,19,27,1,4,0.05264
4213,10,35,1,4,0.05264
1164,3,10,1,4,0.05264
4204,10,34,2,4,0.05264
4201,10,34,1,4,0.05264
6307,19,25,1,1,0.05264
8116,27,16,1,4,0.05264
8120,27,16,2,4,0.05264
4185,10,32,1,4,0.05264
4183,10,32,1,1,0.05264
8133,27,18,1,4,0.05264
5917,18,22,1,4,0.05264
8136,27,18,2,4,0.05264
6299,19,24,1,1,0.05264
8146,27,19,1,4,0.05264
4156,10,27,1,4,0.05264
409,1,27,1,4,0.05264
1805,4,27,1,4,0.05264
1018,3,3,1,4,0.05264
8164,27,22,1,4,0.05264
5880,18,18,1,4,0.05264
8048,27,8,1,4,0.05264
6347,19,32,1,4,0.05264
5868,18,16,2,4,0.05264
1709,4,18,2,4,0.05264
508,2,1,1,4,0.05264
992,3,2,1,4,0.05264
1721,4,19,1,4,0.05264
7844,26,13,1,1,0.05264
5864,18,16,1,4,0.05264
6375,19,35,2,4,0.05264
7894,26,23,1,1,0.05264
6372,19,35,1,4,0.05264
1746,4,22,1,4,0.05264
6369,19,35,1,1,0.05264
490,1,35,2,4,0.05264
6363,19,34,2,4,0.05264
8025,27,6,1,4,0.05264
487,1,35,1,4,0.05264
1749,4,22,2,4,0.05264
7948,27,1,1,4,0.05264
474,1,34,2,4,0.05264
471,1,34,1,4,0.05264
7964,27,2,1,4,0.05264
1765,4,23,1,4,0.05264
7980,27,3,1,4,0.05264
7996,27,4,1,4,0.05264
6360,19,34,1,4,0.05264
8009,27,5,1,4,0.05264
450,1,32,1,4,0.05264
935,2,34,2,4,0.05264
7296,23,35,2,4,0.05264
932,2,34,1,4,0.05264
7039,23,4,1,4,0.05264
5435,16,19,2,4,0.05264
5431,16,19,1,4,0.05264
6747,22,10,2,4,0.05264
6936,22,32,1,4,0.05264
6939,22,32,2,4,0.05264
5423,16,18,2,4,0.05264
6744,22,10,1,4,0.05264
5419,16,18,1,4,0.05264
6959,22,34,1,4,0.05264
6962,22,34,2,4,0.05264
6973,22,35,1,4,0.05264
6976,22,35,2,4,0.05264
5406,16,16,2,4,0.05264
5402,16,16,1,4,0.05264
6988,23,1,1,4,0.05264
882,2,27,1,4,0.05264
6715,22,8,2,4,0.05264
1304,3,22,1,4,0.05264
7003,23,2,1,4,0.05264
795,2,19,1,4,0.05264
1307,3,22,2,4,0.05264
5370,16,10,2,4,0.05264
5366,16,10,1,4,0.05264
7021,23,3,1,4,0.05264
5352,16,8,2,4,0.05264
5348,16,8,1,4,0.05264
5337,16,6,2,4,0.05264
6907,22,27,2,4,0.05264
6904,22,27,1,4,0.05264
5540,16,35,2,4,0.05264
1263,3,18,2,4,0.05264
5526,16,34,1,4,0.05264
6796,22,16,1,4,0.05264
6799,22,16,2,4,0.05264
5519,16,32,2,4,0.05264
5516,16,32,1,4,0.05264
1259,3,18,1,4,0.05264
6813,22,18,1,4,0.05264
6816,22,18,2,4,0.05264
6828,22,19,1,4,0.05264
5537,16,35,1,4,0.05264
6831,22,19,2,4,0.05264
837,2,23,1,4,0.05264
6841,22,21,1,1,0.05264
5451,16,22,1,4,0.05264
5493,16,27,2,4,0.05264
6849,22,22,1,4,0.05264
6852,22,22,2,4,0.05264
5489,16,27,1,4,0.05264
1276,3,19,1,4,0.05264
6871,22,23,1,4,0.05264
6874,22,23,2,4,0.05264
5464,16,23,2,4,0.05264
823,2,22,2,4,0.05264
5461,16,23,1,4,0.05264
820,2,22,1,4,0.05264
5454,16,22,2,4,0.05264
5333,16,6,1,4,0.05264
1323,3,23,1,4,0.05264
6588,22,1,1,4,0.05264
5323,16,5,2,4,0.05264
7180,23,18,1,4,0.05264
1240,3,16,2,4,0.05264
7183,23,18,2,4,0.05264
7190,23,19,1,4,0.05264
6650,22,4,2,4,0.05264
6647,22,4,1,4,0.05264
1236,3,16,1,4,0.05264
1384,3,28,1,1,0.05264
7206,23,22,1,1,0.05264
7208,23,22,1,4,0.05264
7211,23,22,2,4,0.05264
8772,32,2,1,4,0.05264
7222,23,23,1,4,0.05264
1409,3,32,1,4,0.05264
6631,22,3,2,4,0.05264
6628,22,3,1,4,0.05264
914,2,32,1,4,0.05264
7252,23,27,1,4,0.05264
6612,22,2,2,4,0.05264
7268,23,32,1,4,0.05264
6609,22,2,1,4,0.05264
1424,3,34,1,4,0.05264
7284,23,34,1,4,0.05264
1427,3,34,2,4,0.05264
7287,23,34,2,4,0.05264
6591,22,1,2,4,0.05264
7293,23,35,1,4,0.05264
6666,22,5,1,4,0.05264
6669,22,5,2,4,0.05264
895,2,28,1,1,0.05264
7092,23,8,1,4,0.05264
784,2,18,2,4,0.05264
5319,16,5,1,4,0.05264
7053,23,5,1,4,0.05264
5311,16,4,2,4,0.05264
5307,16,4,1,4,0.05264
780,2,18,1,4,0.05264
5297,16,3,2,4,0.05264
7071,23,6,1,4,0.05264
5293,16,3,1,4,0.05264
5283,16,2,2,4,0.05264
6712,22,8,1,4,0.05264
5279,16,2,1,4,0.05264
5270,16,1,2,4,0.05264
7170,23,16,2,4,0.05264
5266,16,1,1,4,0.05264
7109,23,9,2,4,0.05264
6688,22,6,2,4,0.05264
7120,23,10,1,4,0.05264
764,2,16,2,4,0.05264
6685,22,6,1,4,0.05264
760,2,16,1,4,0.05264
7153,23,14,1,1,0.05264
1371,3,27,1,4,0.05264
5204,15,23,1,1,0.05264
7165,23,16,1,1,0.05264
7167,23,16,1,4,0.05264
8167,27,22,2,4,0.05264
5529,16,34,2,4,0.05264
6218,19,16,2,4,0.05264
344,1,22,2,4,0.05264
6232,19,18,1,4,0.05264
3628,9,9,2,4,0.05264
6000,18,34,1,4,0.05264
2068,5,9,2,4,0.05264
3960,10,9,2,4,0.05264
1150,3,9,2,4,0.05264
341,1,22,1,4,0.05264
3612,9,8,2,4,0.05264
2082,5,10,1,4,0.05264
1092,3,6,1,4,0.05264
3762,9,27,2,4,0.05264
8365,28,21,1,1,0.05264
6246,19,19,1,4,0.05264
3937,10,8,1,4,0.05264
5962,18,27,1,4,0.05264
5991,18,32,2,4,0.05264
1869,4,35,2,4,0.05264
8384,28,27,1,1,0.05264
2154,5,16,1,4,0.05264
8295,28,3,1,1,0.05264
1854,4,34,1,4,0.05264
362,1,23,1,4,0.05264
8699,31,9,1,1,0.05264
3997,10,12,1,1,0.05264
6140,19,8,1,4,0.05264
6272,19,22,1,4,0.05264
5934,18,23,2,4,0.05264
1857,4,34,2,4,0.05264
3644,9,10,2,4,0.05264
296,1,18,1,4,0.05264
3972,10,10,1,4,0.05264
6044,19,2,1,4,0.05264
3552,9,3,2,4,0.05264
6263,19,21,1,1,0.05264
3597,9,6,2,4,0.05264
1887,5,1,1,4,0.05264
8289,28,2,1,1,0.05264
3498,8,35,1,4,0.05264
1937,5,3,1,4,0.05264
3501,8,35,2,4,0.05264
6003,18,34,2,4,0.05264
6009,18,35,1,1,0.05264
3844,10,3,1,4,0.05264
6015,18,35,2,4,0.05264
273,1,16,1,4,0.05264
3788,9,34,1,1,0.05264
3522,9,1,2,4,0.05264
3821,10,2,1,4,0.05264
3537,9,2,2,4,0.05264
277,1,16,2,4,0.05264
6012,18,35,1,4,0.05264
1963,5,4,1,4,0.05264
6172,19,10,1,4,0.05264
1044,3,4,1,4,0.05264
3867,10,4,1,4,0.05264
6025,19,1,1,4,0.05264
5965,18,27,2,4,0.05264
1066,3,5,1,4,0.05264
6235,19,18,2,4,0.05264
3909,10,6,1,4,0.05264
3582,9,5,2,4,0.05264
3886,10,5,1,4,0.05264
3781,9,31,1,1,0.05264
1911,5,2,1,4,0.05264
3466,8,32,1,4,0.05264
3485,8,34,1,4,0.05264
8576,29,23,1,1,0.05264
8403,28,35,1,1,0.05264
3488,8,34,2,4,0.05264
3567,9,4,2,4,0.05264
313,1,19,1,4,0.05264
6159,19,9,2,4,0.05264
2042,5,8,1,4,0.05264
1866,4,35,1,4,0.05264
6230,19,18,1,1,0.05264
3426,8,27,1,4,0.05264
8254,27,34,2,4,0.05264
8251,27,34,1,4,0.05264
6118,19,6,1,4,0.05264
8519,29,14,1,1,0.05264
4059,10,18,1,4,0.05264
3730,9,23,2,4,0.05264
5988,18,32,1,4,0.05264
3727,9,23,1,1,0.05264
8704,31,14,1,1,0.05264
3669,9,14,2,4,0.05264
4063,10,18,2,4,0.05264
8239,27,32,1,4,0.05264
8746,31,35,1,1,0.05264
8502,29,12,1,1,0.05264
2011,5,6,1,4,0.05264
5931,18,23,1,4,0.05264
4073,10,19,1,4,0.05264
8220,27,28,1,1,0.05264
6082,19,4,1,4,0.05264
3698,9,19,2,4,0.05264
8754,32,1,1,4,0.05264
6214,19,16,1,4,0.05264
4098,10,22,1,4,0.05264
8205,27,27,1,4,0.05264
4101,10,22,2,4,0.05264
4113,10,23,1,4,0.05264
6099,19,5,1,4,0.05264
6288,19,23,1,4,0.05264
5920,18,22,2,4,0.05264
1837,4,32,1,4,0.05264
3800,10,1,1,4,0.05264
8724,31,25,1,1,0.05264
8721,31,24,1,1,0.05264
5981,18,31,1,1,0.05264
6063,19,3,1,4,0.05264
8268,27,35,2,4,0.05264
8713,31,18,1,1,0.05264
1985,5,5,1,4,0.05264
6275,19,22,2,4,0.05264
4043,10,16,2,4,0.05264
2158,5,16,2,4,0.05264
1124,3,8,1,4,0.05264
4039,10,16,1,4,0.05264
300,1,18,2,4,0.05264
8265,27,35,1,4,0.05264
6020,18,38,1,1,0.0476
8641,29,38,1,1,0.0476
9867,38,23,1,1,0.0476
8407,28,38,1,1,0.0476
9877,38,28,1,1,0.0476
9873,38,26,1,1,0.0476
7943,26,38,1,1,0.0476
6384,19,38,1,1,0.0476
6583,21,38,1,1,0.0476
9863,38,21,1,1,0.0476
9878,38,29,1,1,0.0476
9861,38,19,1,1,0.0476
9859,38,18,1,1,0.0476
9593,35,23,2,2,0.0435
5146,15,10,2,2,0.0435
9342,34,22,2,2,0.0435
2363,5,35,2,2,0.0435
5634,17,17,2,2,0.0435
9326,34,19,1,2,0.0435
7189,23,19,1,2,0.0435
3307,8,17,2,2,0.0435
908,2,31,2,2,0.0435
8522,29,14,2,2,0.0435
9329,34,19,2,2,0.0435
6217,19,16,2,2,0.0435
778,2,18,1,2,0.0435
5617,17,13,2,2,0.0435
5131,15,8,2,2,0.0435
3318,8,18,1,2,0.0435
3697,9,19,2,2,0.0435
7244,23,25,2,2,0.0435
5212,15,24,2,2,0.0435
6010,18,35,1,2,0.0435
5206,15,23,2,2,0.0435
9318,34,18,2,2,0.0435
5185,15,18,2,2,0.0435
5998,18,34,1,2,0.0435
7163,23,15,2,2,0.0435
902,2,29,2,2,0.0435
1403,3,31,2,2,0.0435
9584,35,22,2,2,0.0435
284,1,17,2,2,0.0435
294,1,18,1,2,0.0435
8568,29,22,2,2,0.0435
5990,18,32,2,2,0.0435
9590,35,23,1,2,0.0435
751,2,15,2,2,0.0435
9338,34,22,1,2,0.0435
6212,19,16,1,2,0.0435
3681,9,16,2,2,0.0435
5603,17,10,2,2,0.0435
5592,17,8,2,2,0.0435
1248,3,17,2,2,0.0435
6002,18,34,2,2,0.0435
5586,17,7,2,2,0.0435
5168,15,15,2,2,0.0435
5260,15,37,2,2,0.0435
1393,3,29,2,2,0.0435
5607,17,11,2,2,0.0435
772,2,17,2,2,0.0435
7179,23,18,1,2,0.0435
7175,23,17,2,2,0.0435
8538,29,16,2,2,0.0435
5220,15,25,2,2,0.0435
8578,29,23,2,2,0.0435
1340,3,24,1,2,0.0435
5161,15,14,2,2,0.0435
8583,29,24,2,2,0.0435
1356,3,25,2,2,0.0435
4130,10,24,1,2,0.0435
8615,29,29,2,2,0.0435
5539,16,35,2,2,0.0435
9507,35,8,1,2,0.0435
6830,22,19,2,2,0.0435
2175,5,18,1,2,0.0435
9497,35,6,2,2,0.0435
854,2,24,1,2,0.0435
1274,3,19,1,2,0.0435
9493,35,6,1,2,0.0435
6061,19,3,1,2,0.0435
9487,35,5,2,2,0.0435
6885,22,24,2,2,0.0435
6080,19,4,1,2,0.0435
9483,35,5,1,2,0.0435
6138,19,8,1,2,0.0435
3449,8,29,2,2,0.0435
9477,35,4,2,2,0.0435
9556,35,18,1,2,0.0435
5546,16,37,1,2,0.0435
6919,22,29,2,2,0.0435
9473,35,4,1,2,0.0435
5434,16,19,2,2,0.0435
6116,19,6,1,2,0.0435
9548,35,16,2,2,0.0435
5552,17,1,2,2,0.0435
9544,35,16,1,2,0.0435
5524,16,34,1,2,0.0435
5535,16,35,1,2,0.0435
2753,6,35,2,2,0.0435
3395,8,24,1,2,0.0435
6097,19,5,1,2,0.0435
2166,5,17,2,2,0.0435
5518,16,32,2,2,0.0435
2749,6,35,1,2,0.0435
9526,35,10,2,2,0.0435
5515,16,32,1,2,0.0435
9511,35,8,2,2,0.0435
9522,35,10,1,2,0.0435
2359,5,35,1,2,0.0435
6811,22,18,1,2,0.0435
5513,16,31,2,2,0.0435
3410,8,25,2,2,0.0435
6777,22,14,1,2,0.0435
6815,22,18,2,2,0.0435
5507,16,29,2,2,0.0435
6826,22,19,1,2,0.0435
9560,35,18,2,2,0.0435
9467,35,3,2,2,0.0435
6170,19,10,1,2,0.0435
3496,8,35,1,2,0.0435
6975,22,35,2,2,0.0435
6158,19,9,2,2,0.0435
6981,22,37,1,2,0.0435
5575,17,5,2,2,0.0435
6983,22,37,2,2,0.0435
9428,34,35,2,2,0.0435
5581,17,6,2,2,0.0435
3335,8,19,1,2,0.0435
9424,34,35,1,2,0.0435
5386,16,14,1,2,0.0435
5565,17,3,2,2,0.0435
9580,35,22,1,2,0.0435
2812,7,4,2,2,0.0435
3500,8,35,2,2,0.0435
793,2,19,1,2,0.0435
5360,16,9,2,2,0.0435
6019,18,37,2,2,0.0435
2145,5,15,2,2,0.0435
8627,29,31,2,2,0.0435
6014,18,35,2,2,0.0435
9612,35,27,1,2,0.0435
6023,19,1,1,2,0.0435
1257,3,18,1,2,0.0435
9566,35,19,1,2,0.0435
5429,16,19,1,2,0.0435
6930,22,31,2,2,0.0435
9463,35,3,1,2,0.0435
3460,8,31,2,2,0.0435
6934,22,32,1,2,0.0435
6042,19,2,1,2,0.0435
5559,17,2,2,2,0.0435
6938,22,32,2,2,0.0435
9457,35,2,2,2,0.0435
9453,35,2,1,2,0.0435
6971,22,35,1,2,0.0435
5422,16,18,2,2,0.0435
262,1,15,2,2,0.0435
6957,22,34,1,2,0.0435
9447,35,1,2,2,0.0435
869,2,25,2,2,0.0435
9570,35,19,2,2,0.0435
6961,22,34,2,2,0.0435
9443,35,1,1,2,0.0435
5417,16,18,1,2,0.0435
6732,22,9,2,2,0.0435
8906,32,14,1,2,0.0435
5785,18,6,1,2,0.0435
7575,25,1,2,2,0.0435
4642,13,17,2,2,0.0435
4182,10,31,2,2,0.0435
7705,25,23,2,2,0.0435
7712,25,24,2,2,0.0435
2192,5,19,1,2,0.0435
5528,16,34,2,2,0.0435
7721,25,25,2,2,0.0435
9797,37,25,2,2,0.0435
3025,7,34,2,2,0.0435
5960,18,27,1,2,0.0435
7759,25,37,2,2,0.0435
1831,4,31,2,2,0.0435
5804,18,8,1,2,0.0435
5952,18,25,2,2,0.0435
9792,37,24,1,2,0.0435
2662,6,24,1,2,0.0435
5930,18,23,1,2,0.0435
5828,18,10,1,2,0.0435
2598,6,18,1,2,0.0435
8964,32,22,1,2,0.0435
9772,37,17,2,2,0.0435
6244,19,19,1,2,0.0435
7682,25,18,2,2,0.0435
8949,32,19,1,2,0.0435
1586,4,7,2,2,0.0435
9766,37,15,2,2,0.0435
7591,25,3,2,2,0.0435
5752,18,4,1,2,0.0435
7605,25,5,2,2,0.0435
7613,25,6,2,2,0.0435
8941,32,18,2,2,0.0435
5757,18,4,2,2,0.0435
7624,25,8,2,2,0.0435
8411,29,1,2,2,0.0435
9314,34,18,1,2,0.0435
2676,6,25,2,2,0.0435
7639,25,10,2,2,0.0435
4692,13,24,2,2,0.0435
5768,18,5,1,2,0.0435
7658,25,14,2,2,0.0435
7665,25,15,2,2,0.0435
5964,18,27,2,2,0.0435
9768,37,16,1,2,0.0435
4174,10,29,2,2,0.0435
8131,27,18,1,2,0.0435
5943,18,24,2,2,0.0435
1703,4,18,1,2,0.0435
5850,18,14,2,2,0.0435
444,1,31,2,2,0.0435
4313,11,17,2,2,0.0435
1778,4,24,1,2,0.0435
8267,27,35,2,2,0.0435
6318,19,27,1,2,0.0435
9780,37,22,1,2,0.0435
6359,19,34,1,2,0.0435
5878,18,18,1,2,0.0435
8263,27,35,1,2,0.0435
2613,6,19,1,2,0.0435
6346,19,32,1,2,0.0435
6274,19,22,2,2,0.0435
9061,32,35,2,2,0.0435
4051,10,17,2,2,0.0435
4057,10,18,1,2,0.0435
4215,10,35,2,2,0.0435
5895,18,19,1,2,0.0435
376,1,24,1,2,0.0435
9069,32,37,2,2,0.0435
5898,18,19,2,2,0.0435
9067,32,37,1,2,0.0435
9782,37,22,2,2,0.0435
2594,6,17,2,2,0.0435
8968,32,22,2,2,0.0435
1864,4,35,1,2,0.0435
5915,18,22,1,2,0.0435
1708,4,18,2,2,0.0435
5857,18,15,2,2,0.0435
4211,10,35,1,2,0.0435
1868,4,35,2,2,0.0435
1719,4,19,1,2,0.0435
5862,18,16,1,2,0.0435
4071,10,19,1,2,0.0435
9058,32,35,1,2,0.0435
6374,19,35,2,2,0.0435
4033,10,15,2,2,0.0435
2277,5,25,2,2,0.0435
6270,19,22,1,2,0.0435
6370,19,35,1,2,0.0435
5867,18,16,2,2,0.0435
489,1,35,2,2,0.0435
2260,5,24,1,2,0.0435
6362,19,34,2,2,0.0435
485,1,35,1,2,0.0435
9774,37,18,2,2,0.0435
7583,25,2,2,2,0.0435
7564,24,37,1,2,0.0435
9639,35,32,2,2,0.0435
2314,5,29,2,2,0.0435
9286,34,14,2,2,0.0435
9283,34,14,1,2,0.0435
8186,27,24,2,2,0.0435
5083,15,2,2,2,0.0435
7311,24,1,1,2,0.0435
5074,15,1,2,2,0.0435
2711,6,29,2,2,0.0435
1435,3,35,1,2,0.0435
7323,24,2,1,2,0.0435
6231,19,18,1,2,0.0435
8144,27,19,1,2,0.0435
5055,14,34,2,2,0.0435
943,2,35,1,2,0.0435
7336,24,3,1,2,0.0435
5052,14,34,1,2,0.0435
2574,6,15,2,2,0.0435
7349,24,4,1,2,0.0435
6286,19,23,1,2,0.0435
5698,17,37,2,2,0.0435
5039,14,32,1,2,0.0435
9636,35,32,1,2,0.0435
7295,23,35,2,2,0.0435
8476,29,8,2,2,0.0435
7292,23,35,1,2,0.0435
7265,23,31,2,2,0.0435
3284,8,15,2,2,0.0435
5117,15,6,2,2,0.0435
4144,10,25,2,2,0.0435
9616,35,27,2,2,0.0435
2323,5,31,2,2,0.0435
5108,15,5,2,2,0.0435
7261,23,29,2,2,0.0435
5986,18,32,1,2,0.0435
1822,4,29,2,2,0.0435
9303,34,16,2,2,0.0435
5663,17,23,2,2,0.0435
1227,3,15,2,2,0.0435
8494,29,10,2,2,0.0435
9299,34,16,1,2,0.0435
2718,6,31,2,2,0.0435
5092,15,3,2,2,0.0435
5919,18,22,2,2,0.0435
391,1,25,2,2,0.0435
8486,29,9,2,2,0.0435
3718,9,22,2,2,0.0435
7360,24,5,1,2,0.0435
431,1,29,2,2,0.0435
8937,32,18,1,2,0.0435
5701,18,1,1,2,0.0435
4931,14,16,1,2,0.0435
5718,18,2,1,2,0.0435
7465,24,18,2,2,0.0435
4924,14,15,2,2,0.0435
8924,32,16,1,2,0.0435
8135,27,18,2,2,0.0435
8927,32,16,2,2,0.0435
8443,29,4,2,2,0.0435
7491,24,22,2,2,0.0435
8434,29,3,2,2,0.0435
9808,37,32,2,2,0.0435
7503,24,24,1,2,0.0435
8424,29,2,2,2,0.0435
9655,35,35,1,2,0.0435
7522,24,25,2,2,0.0435
9806,37,32,1,2,0.0435
9659,35,35,2,2,0.0435
7535,24,27,2,2,0.0435
7547,24,29,2,2,0.0435
7554,24,31,2,2,0.0435
5735,18,3,1,2,0.0435
7446,24,15,2,2,0.0435
4948,14,18,2,2,0.0435
9649,35,34,2,2,0.0435
8461,29,6,2,2,0.0435
5037,14,31,2,2,0.0435
1439,3,35,2,2,0.0435
311,1,19,1,2,0.0435
5028,14,29,2,2,0.0435
7374,24,6,1,2,0.0435
6234,19,18,2,2,0.0435
2935,7,17,2,2,0.0435
7386,24,7,2,2,0.0435
7389,24,8,1,2,0.0435
5000,14,25,2,2,0.0435
8452,29,5,2,2,0.0435
3774,9,29,2,2,0.0435
9645,35,34,1,2,0.0435
7409,24,10,1,2,0.0435
7419,24,11,2,2,0.0435
7428,24,13,2,2,0.0435
4968,14,22,1,2,0.0435
3783,9,31,2,2,0.0435
9236,34,7,2,2,0.0435
947,2,35,2,2,0.0435
9776,37,19,3,1,0.04166
2719,6,31,3,1,0.04166
9741,37,8,3,1,0.04166
9802,37,27,3,1,0.04166
1228,3,15,3,1,0.04166
909,2,31,3,1,0.04166
5983,18,31,3,1,0.04166
9828,37,37,3,1,0.04166
9817,37,34,3,1,0.04166
2575,6,15,3,1,0.04166
9809,37,32,3,1,0.04166
960,2,37,3,1,0.04166
876,2,26,3,1,0.04166
9674,37,1,3,1,0.04166
2376,5,37,3,1,0.04166
6123,19,6,3,1,0.04166
9685,37,2,3,1,0.04166
5822,18,9,3,1,0.04166
9696,37,3,3,1,0.04166
5835,18,10,3,1,0.04166
9705,37,4,3,1,0.04166
5858,18,15,3,1,0.04166
6381,19,37,3,1,0.04166
9716,37,5,3,1,0.04166
2620,6,19,3,1,0.04166
9731,37,7,3,1,0.04166
1187,3,11,3,1,0.04166
5169,15,15,3,1,0.04166
4248,11,4,3,1,0.04166
8917,32,15,3,1,0.04166
5109,15,5,3,1,0.04166
1651,4,11,3,1,0.04166
