,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
6921,22,29,6,8,0.3333
5681,17,29,6,8,0.3333
4513,13,4,7,5,0.3333
229,1,13,1,6,0.3333
9133,33,26,7,5,0.3333
9147,33,34,6,8,0.3333
4132,10,24,1,6,0.3333
4358,12,1,6,8,0.3333
8934,32,17,7,5,0.3333
4532,13,6,6,8,0.3333
345,1,22,3,1,0.3333
4357,12,1,1,6,0.3333
8523,29,14,6,8,0.3333
172,1,8,7,5,0.3333
1420,3,33,7,5,0.3333
856,2,24,1,6,0.3333
824,2,22,3,1,0.3333
4449,12,29,6,8,0.3333
6716,22,8,3,1,0.3333
4344,11,32,7,5,0.3333
1518,4,3,7,5,0.3333
9140,33,32,7,5,0.3333
8872,32,8,7,5,0.3333
7067,23,5,7,5,0.3333
8601,29,26,12,12,0.3333
6968,22,34,6,8,0.3333
5673,17,26,7,5,0.3333
4397,12,12,1,6,0.3333
8617,29,29,6,8,0.3333
5045,14,32,6,8,0.3333
4405,12,13,6,8,0.3333
153,1,7,7,5,0.3333
4411,12,14,6,8,0.3333
4383,12,8,1,6,0.3333
1750,4,22,3,1,0.3333
4372,12,6,1,6,0.3333
4369,12,5,1,6,0.3333
4517,13,5,1,6,0.3333
8853,32,7,7,5,0.3333
5029,14,29,6,8,0.3333
4365,12,3,1,6,0.3333
4362,12,2,1,6,0.3333
4834,14,6,6,8,0.3333
8597,29,26,6,8,0.3333
4496,13,3,1,6,0.3333
4530,13,6,1,6,0.3333
4461,12,34,6,8,0.3333
6781,22,14,6,8,0.3333
4336,11,26,7,5,0.3333
8912,32,14,6,8,0.3333
8628,29,32,6,8,0.3333
4249,11,4,7,5,0.3333
9162,34,1,6,8,0.3333
2545,6,12,1,6,0.3333
4548,13,7,6,8,0.3333
9129,33,23,7,5,0.3333
5688,17,32,7,5,0.3333
4317,11,17,7,5,0.3333
7089,23,7,7,5,0.3333
6853,22,22,3,1,0.3333
401,1,26,6,8,0.3333
4302,11,13,6,8,0.3333
4329,11,23,7,5,0.3333
9120,33,17,7,5,0.3333
4469,13,1,1,6,0.3333
9110,33,14,6,8,0.3333
1082,3,5,7,5,0.3333
4236,11,1,7,5,0.3333
4476,13,1,7,5,0.3333
5685,17,29,12,12,0.3333
1421,3,34,1,1,0.3157
3548,9,3,1,1,0.3157
2784,7,2,1,1,0.3157
638,2,7,1,1,0.3157
7595,25,4,1,1,0.3157
2488,6,7,1,1,0.3157
1146,3,9,1,1,0.3157
3482,8,34,1,1,0.3157
9243,34,8,1,1,0.3157
5174,15,16,1,1,0.3157
9179,34,3,1,1,0.3157
674,2,9,1,1,0.3157
1777,4,24,1,1,0.3157
1788,4,25,1,1,0.3157
3533,9,2,1,1,0.3157
2834,7,6,1,1,0.3157
4129,10,24,1,1,0.3157
1108,3,7,1,1,0.3157
2797,7,3,1,1,0.3157
5394,16,15,1,1,0.3157
9166,34,2,1,1,0.3157
929,2,34,1,1,0.3157
4140,10,25,1,1,0.3157
8356,28,18,4,4,0.3125
3711,9,21,4,4,0.3125
3721,9,22,4,4,0.3125
3354,8,21,4,4,0.3125
1739,4,21,4,4,0.3125
5823,18,9,4,4,0.3125
6836,22,19,4,4,0.3125
4091,10,21,4,4,0.3125
6735,22,9,4,4,0.3125
5925,18,22,4,4,0.3125
3769,9,28,4,4,0.3125
6821,22,18,4,4,0.3125
6280,19,22,4,4,0.3125
7113,23,9,4,4,0.3125
333,1,21,4,4,0.3125
848,2,23,4,4,0.3125
3734,9,23,4,4,0.3125
5910,18,21,4,4,0.3125
1296,3,21,4,4,0.3125
2215,5,21,4,4,0.3125
8181,27,23,4,4,0.3125
7186,23,18,4,4,0.3125
8327,28,9,4,4,0.3125
7258,23,27,4,4,0.3125
7507,24,24,2,2,0.3044
7983,27,3,2,2,0.3044
7967,27,2,2,2,0.3044
3429,8,27,2,2,0.3044
1807,4,27,2,2,0.3044
2666,6,24,2,2,0.3044
412,1,27,2,2,0.3044
2692,6,27,2,2,0.3044
7951,27,1,2,2,0.3044
4159,10,27,2,2,0.3044
7413,24,10,2,2,0.3044
7364,24,5,2,2,0.3044
8051,27,8,2,2,0.3044
9794,37,24,2,2,0.3044
2295,5,27,2,2,0.3044
8177,27,23,2,2,0.3044
885,2,27,2,2,0.3044
1374,3,27,2,2,0.3044
8076,27,10,2,2,0.3044
8012,27,5,2,2,0.3044
8208,27,27,2,2,0.3044
8028,27,6,2,2,0.3044
7998,27,4,2,2,0.3044
7327,24,2,2,2,0.3044
7340,24,3,2,2,0.3044
7254,23,27,2,2,0.3044
3557,9,3,5,1,0.3
65,1,3,5,1,0.3
1155,3,9,5,1,0.3
6297,19,23,5,1,0.3
1203,3,13,5,7,0.3
6880,22,23,5,1,0.3
4687,13,23,5,7,0.3
1314,3,22,5,1,0.3
7065,23,5,5,1,0.3
1056,3,4,5,1,0.3
6638,22,3,5,1,0.3
849,2,23,5,1,0.3
1032,3,3,5,1,0.3
1951,5,3,5,1,0.3
1006,3,2,5,1,0.3
4502,13,3,5,7,0.3
7114,23,9,5,1,0.3
7104,23,8,5,7,0.3
7132,23,10,5,1,0.3
1774,4,23,5,1,0.3
1202,3,13,5,1,0.3
4501,13,3,5,1,0.3
4686,13,23,5,1,0.3
7150,23,13,5,1,0.3
3857,10,3,5,1,0.3
7151,23,13,5,7,0.3
7103,23,8,5,1,0.3
7199,23,19,5,1,0.3
1177,3,10,5,1,0.3
7217,23,22,5,1,0.3
1286,3,19,5,1,0.3
7234,23,23,5,1,0.3
6073,19,3,5,1,0.3
1516,4,3,5,1,0.3
1138,3,8,5,7,0.3
1137,3,8,5,1,0.3
1336,3,23,5,7,0.3
980,3,1,5,1,0.3
568,2,3,5,1,0.3
7015,23,2,5,1,0.3
6998,23,1,5,1,0.3
3735,9,23,5,1,0.3
372,1,23,5,1,0.3
7048,23,4,5,1,0.3
1080,3,5,5,1,0.3
4125,10,23,5,1,0.3
2255,5,23,5,1,0.3
7034,23,3,5,7,0.3
3137,8,5,3,1,0.2917
9199,34,4,3,1,0.2917
936,2,34,3,1,0.2917
3961,10,9,3,1,0.2917
1308,3,22,3,1,0.2917
9157,34,1,3,1,0.2917
3096,8,3,3,1,0.2917
3645,9,10,3,1,0.2917
1428,3,34,3,1,0.2917
9186,34,3,3,1,0.2917
3026,7,34,3,1,0.2917
4189,10,32,3,1,0.2917
9250,34,8,3,1,0.2917
6276,19,22,3,1,0.2917
3052,8,1,3,1,0.2917
3553,9,3,3,1,0.2917
475,1,34,3,1,0.2917
6160,19,9,3,1,0.2917
3699,9,19,3,1,0.2917
3117,8,4,3,1,0.2917
3074,8,2,3,1,0.2917
8883,32,10,3,1,0.2917
1151,3,9,3,1,0.2917
3192,8,8,3,1,0.2917
9237,34,7,3,1,0.2917
6632,22,3,3,1,0.2917
9398,34,32,3,1,0.2917
3175,8,7,3,1,0.2917
6832,22,19,3,1,0.2917
9173,34,2,3,1,0.2917
9050,32,34,3,1,0.2917
9414,34,34,3,1,0.2917
1858,4,34,3,1,0.2917
7587,25,3,1,1,0.2896
5469,16,24,1,1,0.2896
7654,25,14,1,1,0.2896
853,2,24,1,1,0.2896
7518,24,25,1,1,0.2896
9368,34,27,1,1,0.2896
7579,25,2,1,1,0.2896
4920,14,15,1,1,0.2896
5137,15,9,1,1,0.2896
7442,24,15,1,1,0.2896
3674,9,15,1,1,0.2896
7373,24,6,1,1,0.2896
5477,16,25,1,1,0.2896
1339,3,24,1,1,0.2896
1352,3,25,1,1,0.2896
7502,24,24,1,1,0.2896
8248,27,34,1,1,0.2896
4153,10,27,1,1,0.2896
7669,25,16,1,1,0.2896
9218,34,6,1,1,0.2896
8070,27,10,1,1,0.2896
2734,6,34,1,1,0.2896
7408,24,10,1,1,0.2896
7310,24,1,1,1,0.2896
5157,15,14,1,1,0.2896
7359,24,5,1,1,0.2896
865,2,25,1,1,0.2896
4996,14,25,1,1,0.2896
4987,14,24,1,1,0.2896
4718,13,28,10,13,0.2856
45,1,2,10,13,0.2856
572,2,3,10,13,0.2856
2218,5,21,10,13,0.2856
2303,5,27,10,13,0.2856
306,1,18,10,13,0.2856
6547,21,24,10,13,0.2856
6569,21,28,10,13,0.2856
524,2,1,10,13,0.2856
8388,28,27,10,13,0.2856
5112,15,5,10,13,0.2856
2208,5,19,10,13,0.2856
7594,25,3,10,13,0.2856
7608,25,5,10,13,0.2856
5747,18,3,10,13,0.2856
5713,18,1,10,13,0.2856
548,2,2,10,13,0.2856
5730,18,2,10,13,0.2856
8224,27,28,10,13,0.2856
7741,25,28,10,13,0.2856
6428,21,5,10,13,0.2856
616,2,5,10,13,0.2856
5780,18,5,10,13,0.2856
5087,15,2,10,13,0.2856
4764,14,1,10,13,0.2856
2280,5,25,10,13,0.2856
8381,28,25,10,13,0.2856
1220,3,14,10,13,0.2856
4492,13,2,10,13,0.2856
871,2,25,10,13,0.2856
69,1,3,10,13,0.2856
326,1,19,10,13,0.2856
5096,15,3,10,13,0.2856
254,1,14,10,13,0.2856
2187,5,18,10,13,0.2856
5504,16,28,10,13,0.2856
1269,3,18,10,13,0.2856
770,2,16,10,13,0.2856
1246,3,16,10,13,0.2856
1036,3,3,10,13,0.2856
1232,3,15,10,13,0.2856
8020,27,5,10,13,0.2856
6392,21,1,10,13,0.2856
115,1,5,10,13,0.2856
4526,13,5,10,13,0.2856
6112,19,5,10,13,0.2856
2003,5,5,10,13,0.2856
790,2,18,10,13,0.2856
6038,19,1,10,13,0.2856
