,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoU
4051,10,17,2,2,0.003937
8513,29,13,4,4,0.003937
8807,32,4,3,7,0.003937
8730,31,27,3,1,0.003937
4027,10,14,11,6,0.003937
7847,26,13,6,5,0.003937
9684,37,2,2,14,0.003937
7850,26,13,11,8,0.003937
2378,5,37,4,4,0.00392
7553,24,30,4,4,0.00392
7181,23,18,2,1,0.00392
7546,24,29,1,3,0.00392
8302,28,4,1,3,0.00392
2598,6,18,1,2,0.00392
5605,17,10,4,4,0.00392
9685,37,2,3,1,0.00392
1842,4,32,3,3,0.00392
2908,7,13,1,3,0.00392
5818,18,8,12,4,0.00392
4337,11,26,11,8,0.00392
9687,37,2,4,4,0.00392
2604,6,18,2,4,0.00392
2608,6,18,4,2,0.00392
2953,7,19,7,5,0.00392
4094,10,21,12,2,0.00392
8129,27,17,10,13,0.00392
4586,13,11,1,6,0.00392
8930,32,16,4,2,0.00392
9226,34,6,3,3,0.00392
2374,5,37,2,6,0.00392
6319,19,27,1,3,0.00392
6199,19,14,1,1,0.00392
6483,21,14,2,1,0.00392
8139,27,18,4,1,0.00392
5451,16,22,1,4,0.00392
2903,7,12,1,6,0.00392
5008,14,26,7,5,0.00392
5493,16,27,2,4,0.00392
9591,35,23,1,4,0.00392
5013,14,27,1,3,0.00392
3352,8,21,1,3,0.00392
9253,34,8,4,2,0.00392
2718,6,31,2,2,0.00392
5594,17,8,4,4,0.00392
8923,32,16,1,1,0.00392
3358,8,21,10,13,0.00392
9262,34,10,1,4,0.00392
4720,13,29,1,3,0.003906
7121,23,10,1,6,0.003906
2721,6,31,9,10,0.003906
3698,9,19,2,4,0.003906
2909,7,13,1,6,0.003906
3697,9,19,2,2,0.003906
2948,7,19,3,7,0.003906
1847,4,32,5,1,0.003906
7184,23,18,4,1,0.003906
2632,6,21,9,10,0.003906
3369,8,22,3,3,0.003906
8806,32,4,3,3,0.003906
3240,8,11,2,5,0.003906
8868,32,8,5,1,0.003906
4022,10,14,2,14,0.003906
6829,22,19,2,1,0.003906
7142,23,12,7,5,0.003906
7522,24,25,2,2,0.003906
4886,14,11,11,8,0.003906
5441,16,19,10,15,0.003906
8323,28,8,10,13,0.003906
2630,6,21,4,4,0.003906
4185,10,32,1,4,0.003906
4564,13,8,10,13,0.003906
7214,23,22,4,1,0.003906
9693,37,3,2,5,0.003906
5122,15,6,10,13,0.003906
5957,18,26,12,2,0.003906
5117,15,6,2,2,0.003906
8097,27,14,1,3,0.003906
9686,37,2,4,1,0.003906
7125,23,10,2,5,0.003906
7558,24,34,1,1,0.003906
7134,23,10,7,5,0.003906
7694,25,21,1,6,0.003906
5870,18,16,4,2,0.003891
8320,28,8,1,3,0.003891
8117,27,16,1,6,0.003891
7294,23,35,2,1,0.003891
6909,22,27,3,3,0.003891
8127,27,16,11,6,0.003891
9718,37,5,4,4,0.003891
7438,24,14,2,14,0.003891
2574,6,15,2,2,0.003891
2579,6,15,10,13,0.003891
8929,32,16,4,1,0.003891
1263,3,18,2,4,0.003891
9251,34,8,3,3,0.003891
5604,17,10,2,5,0.003891
7441,24,14,12,2,0.003891
9249,34,8,2,4,0.003891
1267,3,18,4,2,0.003891
6320,19,27,1,4,0.003891
1270,3,18,12,2,0.003891
1271,3,18,12,4,0.003891
7415,24,10,2,14,0.003891
4882,14,10,11,6,0.003891
8811,32,4,5,1,0.003891
9714,37,5,2,6,0.003891
3777,9,29,12,2,0.003891
2373,5,37,2,5,0.003891
3728,9,23,1,3,0.003891
5203,15,22,3,3,0.003891
6877,22,23,4,1,0.003891
6159,19,9,2,4,0.003891
4104,10,22,4,1,0.003891
4307,11,14,11,8,0.003891
6158,19,9,2,2,0.003891
6727,22,8,12,2,0.003891
4389,12,10,1,6,0.003876
8879,32,10,1,4,0.003876
4053,10,17,4,4,0.003876
1703,4,18,1,2,0.003876
3357,8,21,9,10,0.003876
5858,18,15,3,1,0.003876
8924,32,16,1,2,0.003876
6765,22,13,1,1,0.003876
2596,6,17,10,13,0.003876
6433,21,6,1,6,0.003876
5935,18,23,4,1,0.003876
2950,7,19,4,4,0.003876
8157,27,19,10,15,0.003876
6135,19,7,5,1,0.003876
5817,18,8,12,2,0.003876
8984,32,23,1,4,0.003876
5752,18,4,1,2,0.003876
5868,18,16,2,4,0.003876
8131,27,18,1,2,0.003876
3247,8,12,6,8,0.003876
6717,22,8,3,3,0.003876
1265,3,18,3,3,0.003876
6720,22,8,4,2,0.003876
4634,13,15,11,8,0.003876
7263,23,29,12,2,0.003876
919,2,32,3,3,0.003876
7418,24,10,12,2,0.003876
6463,21,10,1,6,0.003876
4629,13,15,6,5,0.003876
6459,21,9,12,2,0.003876
2592,6,16,10,13,0.00386
5810,18,8,2,4,0.00386
9713,37,5,2,5,0.00386
8606,29,27,11,6,0.00386
5812,18,8,3,3,0.00386
5816,18,8,10,13,0.00386
4589,13,11,3,1,0.00386
8598,29,26,7,5,0.00386
5010,14,26,12,2,0.00386
4214,10,35,2,1,0.00386
2375,5,37,2,14,0.00386
4093,10,21,10,13,0.00386
4213,10,35,1,4,0.00386
6779,22,14,2,1,0.00386
8925,32,16,1,4,0.00386
4877,14,10,2,14,0.00386
4931,14,16,1,2,0.00386
4128,10,23,12,2,0.00386
4075,10,19,2,1,0.00386
2647,6,22,12,2,0.00386
4074,10,19,1,6,0.00386
4071,10,19,1,2,0.00386
1130,3,8,2,6,0.00386
4026,10,14,10,13,0.00386
9246,34,8,1,4,0.00386
7482,24,21,2,1,0.00386
1129,3,8,2,5,0.00386
5814,18,8,4,2,0.00386
1849,4,32,7,5,0.00386
5229,15,27,3,1,0.00386
9525,35,10,2,1,0.00386
8229,27,29,11,6,0.00386
6441,21,7,1,3,0.00386
8158,27,21,4,4,0.00386
9524,35,10,1,4,0.00386
3152,8,6,1,4,0.00386
8233,27,31,3,1,0.00386
3164,8,6,7,5,0.00386
9682,37,2,2,5,0.00386
2911,7,13,2,5,0.00386
8319,28,8,1,1,0.00386
8580,29,23,12,2,0.00386
3238,8,11,1,6,0.00386
8591,29,25,4,4,0.00386
9592,35,23,2,1,0.00386
2701,6,27,10,13,0.00386
6220,19,16,4,2,0.00386
2690,6,27,1,6,0.00386
3673,9,14,12,2,0.00386
3327,8,18,4,1,0.003845
5585,17,6,11,8,0.003845
5592,17,8,2,2,0.003845
6316,19,26,5,7,0.003845
5593,17,8,2,5,0.003845
1259,3,18,1,4,0.003845
7261,23,29,2,2,0.003845
1257,3,18,1,2,0.003845
4073,10,19,1,4,0.003845
7540,24,27,10,15,0.003845
1260,3,18,1,6,0.003845
5421,16,18,2,1,0.003845
3766,9,27,9,10,0.003845
8813,32,4,7,5,0.003845
7924,26,29,1,6,0.003845
6715,22,8,2,4,0.003845
3710,9,21,2,1,0.003845
6219,19,16,4,1,0.003845
8538,29,16,2,2,0.003845
9353,34,23,1,4,0.003845
5864,18,16,1,4,0.003845
2533,6,10,2,6,0.003845
5005,14,26,1,6,0.003845
1144,3,8,12,4,0.003845
2377,5,37,4,1,0.003845
2914,7,13,5,1,0.003845
5929,18,23,1,1,0.003845
6308,19,25,1,3,0.003845
7414,24,10,2,6,0.003845
4052,10,17,2,5,0.003845
1143,3,8,12,2,0.003845
6133,19,7,4,1,0.003845
7420,24,11,7,5,0.003845
1837,4,32,1,4,0.003845
4702,13,25,10,15,0.003845
8578,29,23,2,2,0.003832
6712,22,8,1,4,0.003832
7178,23,18,1,1,0.003832
7435,24,14,1,6,0.003832
7429,24,13,7,5,0.003832
3774,9,29,2,2,0.003832
6438,21,6,10,13,0.003832
6552,21,25,1,6,0.003832
4127,10,23,7,5,0.003832
4384,12,8,6,8,0.003832
3606,9,7,3,7,0.003832
2730,6,32,3,3,0.003832
6215,19,16,1,6,0.003832
8926,32,16,2,1,0.003832
4640,13,16,10,15,0.003832
5807,18,8,1,6,0.003832
8928,32,16,2,4,0.003832
7474,24,19,7,5,0.003832
4118,10,23,2,5,0.003832
2376,5,37,3,1,0.003832
7117,23,9,12,2,0.003832
4114,10,23,1,6,0.003832
5806,18,8,1,4,0.003832
4005,10,13,2,5,0.003832
7813,26,7,6,5,0.003832
4013,10,13,10,13,0.003832
4028,10,14,12,2,0.003832
6309,19,25,1,6,0.003832
1132,3,8,3,3,0.003832
4055,10,17,10,13,0.003832
7639,25,10,2,2,0.003832
6217,19,16,2,2,0.003832
1414,3,32,3,3,0.003832
2879,7,9,3,7,0.003832
3157,8,6,2,6,0.003832
9566,35,19,1,2,0.003832
1389,3,28,12,4,0.003832
9715,37,5,2,14,0.003832
7297,23,35,4,1,0.003832
6911,22,27,4,2,0.003832
3393,8,23,12,2,0.003832
4719,13,29,1,1,0.003832
7642,25,10,10,13,0.003832
8801,32,4,1,4,0.003832
8489,29,9,12,2,0.003832
4563,13,8,8,9,0.003832
913,2,32,1,3,0.003832
1266,3,18,4,1,0.003832
4714,13,27,10,15,0.003832
8587,29,24,12,2,0.003817
7291,23,35,1,1,0.003817
5476,16,24,10,15,0.003817
4970,14,22,2,1,0.003817
4551,13,8,1,1,0.003817
6464,21,10,2,1,0.003817
4014,10,13,11,6,0.003817
3169,8,6,12,2,0.003817
7879,26,19,7,5,0.003817
5455,16,22,4,1,0.003817
3279,8,14,12,2,0.003817
6218,19,16,2,4,0.003817
2702,6,27,11,6,0.003817
9496,35,6,2,1,0.003817
5376,16,10,10,13,0.003817
8169,27,22,3,3,0.003817
9528,35,10,4,1,0.003817
926,2,32,7,5,0.003817
2593,6,16,11,6,0.003817
4555,13,8,2,5,0.003817
8584,29,24,4,4,0.003817
6439,21,6,12,2,0.003817
4560,13,8,6,5,0.003817
6891,22,25,4,4,0.003817
3756,9,26,5,7,0.003817
5821,18,9,2,1,0.003817
1124,3,8,1,4,0.003817
1409,3,32,1,4,0.003817
4112,10,23,1,3,0.003817
4881,14,10,10,13,0.003817
4845,14,7,11,8,0.003817
9717,37,5,4,1,0.003817
1418,3,32,7,5,0.003817
7120,23,10,1,4,0.003817
1385,3,28,1,3,0.003817
4217,10,35,4,1,0.003817
8708,31,15,3,1,0.003801
6696,22,6,11,8,0.003801
7432,24,13,10,15,0.003801
5494,16,27,4,1,0.003801
4552,13,8,1,3,0.003801
3669,9,14,2,4,0.003801
3670,9,14,4,2,0.003801
5741,18,3,2,4,0.003801
5745,18,3,4,2,0.003801
2924,7,14,11,8,0.003801
1836,4,32,1,3,0.003801
4577,13,10,2,5,0.003801
4584,13,10,10,13,0.003801
3751,9,25,8,9,0.003801
3386,8,23,2,5,0.003801
7088,23,7,5,7,0.003801
9716,37,5,3,1,0.003801
2927,7,15,3,1,0.003801
5748,18,3,12,2,0.003801
5749,18,3,12,4,0.003801
4641,13,16,11,6,0.003801
5862,18,16,1,2,0.003801
8122,27,16,4,2,0.003801
8844,32,6,11,8,0.003801
4089,10,21,1,6,0.003801
9595,35,23,4,1,0.003801
2539,6,10,11,6,0.003801
5000,14,25,2,2,0.003801
8832,32,6,1,3,0.003801
7633,25,9,8,9,0.003801
6214,19,16,1,4,0.003801
5581,17,6,2,2,0.003801
6437,21,6,9,10,0.003801
7454,24,16,2,14,0.003801
3178,8,7,4,4,0.003801
2725,6,32,1,4,0.003801
9550,35,16,4,1,0.003788
5813,18,8,4,1,0.003788
4000,10,12,11,6,0.003788
9569,35,19,2,1,0.003788
3370,8,22,4,1,0.003788
5804,18,8,1,2,0.003788
5963,18,27,2,1,0.003788
5004,14,26,1,3,0.003788
7107,23,8,12,2,0.003788
9589,35,23,1,1,0.003788
5371,16,10,2,14,0.003788
2638,6,22,1,4,0.003788
4585,13,10,11,6,0.003788
6095,19,4,12,12,0.003788
7201,23,19,7,5,0.003788
920,2,32,3,7,0.003788
925,2,32,5,7,0.003788
2715,6,30,4,4,0.003788
8800,32,4,1,3,0.003788
5788,18,6,1,6,0.003788
3642,9,10,2,1,0.003788
6094,19,4,12,4,0.003788
5360,16,9,2,2,0.003788
5342,16,6,10,13,0.003788
1408,3,32,1,3,0.003788
8583,29,24,2,2,0.003788
4883,14,10,12,2,0.003788
5743,18,3,3,3,0.003788
6719,22,8,4,1,0.003773
937,2,34,3,3,0.003773
8486,29,9,2,2,0.003773
998,3,2,2,6,0.003773
2645,6,22,4,2,0.003773
924,2,32,5,1,0.003773
7686,25,19,1,3,0.003773
5212,15,24,2,2,0.003773
941,2,34,11,6,0.003773
1001,3,2,3,3,0.003773
8996,32,24,7,5,0.003773
1388,3,28,10,13,0.003773
2499,6,8,1,4,0.003773
5373,16,10,4,2,0.003773
7536,24,27,4,4,0.003773
7112,23,9,4,2,0.003773
9514,35,8,4,2,0.003773
4715,13,27,11,6,0.003773
6447,21,8,7,5,0.003773
3163,8,6,6,8,0.003773
5798,18,6,12,2,0.003773
1141,3,8,10,13,0.003773
3277,8,14,10,13,0.003773
3172,8,7,1,6,0.003773
9609,35,26,1,1,0.003773
4299,11,13,2,5,0.003773
7816,26,7,11,8,0.00376
2641,6,22,2,4,0.00376
1012,3,2,12,2,0.00376
7687,25,19,1,6,0.00376
8590,29,25,1,3,0.00376
7109,23,9,2,4,0.00376
7409,24,10,1,2,0.00376
2976,7,23,5,7,0.00376
1013,3,2,12,4,0.00376
3167,8,6,10,13,0.00376
8700,31,9,1,3,0.00376
5380,16,13,1,6,0.00376
5738,18,3,1,6,0.00376
8171,27,22,4,2,0.00376
6697,22,6,12,2,0.00376
6787,22,15,3,1,0.00376
7097,23,8,2,5,0.00376
5737,18,3,1,4,0.00376
3274,8,14,6,8,0.00376
5735,18,3,1,2,0.00376
8511,29,13,1,3,0.00376
4182,10,31,2,2,0.00376
5797,18,6,10,13,0.00376
4963,14,21,2,1,0.00376
4998,14,25,1,6,0.00376
5389,16,14,2,1,0.003746
6435,21,6,4,4,0.003746
5785,18,6,1,2,0.003746
3602,9,6,12,2,0.003746
999,3,2,2,14,0.003746
9512,35,8,2,4,0.003746
8603,29,27,1,3,0.003746
9511,35,8,2,2,0.003746
5744,18,3,4,1,0.003746
9499,35,6,4,1,0.003746
3176,8,7,3,3,0.003746
2504,6,8,2,6,0.003746
6904,22,27,1,4,0.003746
2538,6,10,10,13,0.003746
8226,27,29,1,3,0.003746
2540,6,10,12,2,0.003746
739,2,14,2,14,0.003746
7534,24,27,1,6,0.003746
4090,10,21,2,1,0.003746
4113,10,23,1,4,0.003746
6445,21,8,1,6,0.003746
6543,21,24,2,1,0.00373
2528,6,10,1,4,0.00373
6907,22,27,2,4,0.00373
3664,9,13,8,9,0.00373
3174,8,7,2,5,0.00373
8582,29,24,1,3,0.00373
7649,25,13,1,6,0.00373
7535,24,27,2,2,0.00373
3095,8,3,2,6,0.00373
2514,6,8,12,2,0.00373
992,3,2,1,4,0.00373
4433,12,23,1,6,0.00373
8116,27,16,1,4,0.00373
786,2,18,3,3,0.00373
3502,8,35,4,1,0.00373
791,2,18,12,2,0.00373
8093,27,13,10,15,0.00373
6300,19,24,1,3,0.00373
4332,11,24,7,5,0.00373
6093,19,4,8,9,0.00373
2506,6,8,3,3,0.00373
7472,24,19,1,6,0.00373
7498,24,23,2,14,0.00373
3094,8,3,2,5,0.00373
3179,8,7,6,5,0.00373
6318,19,27,1,2,0.00373
9547,35,16,2,1,0.00373
2589,6,16,4,2,0.00373
4049,10,16,10,13,0.00373
4044,10,16,2,14,0.00373
4136,10,24,2,14,0.00373
7084,23,7,2,5,0.00373
2606,6,18,3,3,0.00373
7144,23,13,1,6,0.00373
7882,26,21,2,1,0.00373
3381,8,23,1,4,0.00373
3382,8,23,1,6,0.00373
5370,16,10,2,4,0.00373
3622,9,8,12,4,0.00373
6801,22,16,4,2,0.003717
2936,7,17,2,5,0.003717
8042,27,7,3,3,0.003717
5787,18,6,1,4,0.003717
6451,21,8,12,2,0.003717
7158,23,14,2,14,0.003717
8382,28,26,1,1,0.003717
5202,15,22,3,1,0.003717
1307,3,22,2,4,0.003717
2994,7,27,3,3,0.003717
8600,29,26,12,2,0.003717
9509,35,8,1,4,0.003717
3263,8,13,10,13,0.003717
5473,16,24,2,14,0.003717
2607,6,18,4,1,0.003717
8120,27,16,2,4,0.003717
5869,18,16,4,1,0.003717
7501,24,23,12,2,0.003717
4139,10,24,12,2,0.003717
1318,3,22,12,4,0.003717
784,2,18,2,4,0.003717
1312,3,22,4,2,0.003717
3576,9,4,12,4,0.003717
6301,19,24,1,6,0.003717
5437,16,19,4,2,0.003717
7471,24,19,1,3,0.003717
3106,8,3,12,4,0.003717
1317,3,22,12,2,0.003717
7865,26,15,11,8,0.003717
3105,8,3,12,2,0.003717
7854,26,14,2,1,0.003717
5436,16,19,4,1,0.003704
3,1,1,1,4,0.003704
2689,6,27,1,4,0.003704
10,1,1,3,3,0.003704
4992,14,24,2,14,0.003704
2955,7,21,1,3,0.003704
3136,8,5,2,6,0.003704
3147,8,5,12,4,0.003704
8690,31,6,9,10,0.003704
2524,6,9,12,2,0.003704
3146,8,5,12,2,0.003704
8659,30,24,4,4,0.003704
4995,14,24,12,2,0.003704
5795,18,6,4,2,0.003704
3135,8,5,2,5,0.003704
5583,17,6,7,5,0.003704
6082,19,4,1,4,0.003704
6444,21,8,1,3,0.003704
3130,8,5,1,4,0.003704
6450,21,8,10,13,0.003704
1309,3,22,3,3,0.003704
2935,7,17,2,2,0.003704
1859,4,34,3,3,0.003704
788,2,18,4,2,0.003704
3597,9,6,2,4,0.003704
3598,9,6,4,2,0.003704
3998,10,12,1,6,0.003704
2880,7,9,5,1,0.00369
3455,8,29,12,4,0.00369
8134,27,18,2,1,0.00369
3621,9,8,12,2,0.00369
8510,29,13,1,1,0.00369
4046,10,16,4,2,0.00369
2062,5,8,12,4,0.00369
2061,5,8,12,2,0.00369
3089,8,3,1,4,0.00369
742,2,14,7,5,0.00369
781,2,18,1,6,0.00369
4135,10,24,2,6,0.00369
8109,27,15,3,3,0.00369
2047,5,8,2,5,0.00369
563,2,3,3,3,0.00369
2048,5,8,2,6,0.00369
561,2,3,2,14,0.00369
3097,8,3,3,3,0.00369
4297,11,13,1,6,0.00369
5434,16,19,2,2,0.00369
6216,19,16,2,1,0.00369
9200,34,4,3,3,0.00369
2972,7,23,2,5,0.00369
560,2,3,2,6,0.00369
3745,9,24,12,2,0.00369
947,2,35,2,2,0.00369
2583,6,16,1,4,0.00369
6685,22,6,1,4,0.00369
778,2,18,1,2,0.00369
3607,9,7,5,1,0.00369
3615,9,8,4,2,0.00369
2042,5,8,1,4,0.00369
5791,18,6,2,4,0.00369
3452,8,29,7,5,0.00369
997,3,2,2,5,0.00369
9507,35,8,1,2,0.003677
5432,16,19,1,6,0.003677
746,2,14,12,2,0.003677
5435,16,19,2,4,0.003677
2867,7,8,3,3,0.003677
1311,3,22,4,1,0.003677
24,1,1,12,4,0.003677
5731,18,2,12,2,0.003677
1304,3,22,1,4,0.003677
8164,27,22,1,4,0.003677
7136,23,11,1,6,0.003677
574,2,3,12,2,0.003677
5726,18,2,3,3,0.003677
6692,22,6,4,2,0.003677
780,2,18,1,4,0.003677
1072,3,5,2,6,0.003677
6212,19,16,1,2,0.003677
8838,32,6,3,3,0.003677
3612,9,8,2,4,0.003677
2680,6,25,10,13,0.003677
6322,19,27,2,1,0.003677
4953,14,19,1,3,0.003677
2643,6,22,3,3,0.003677
1066,3,5,1,4,0.003677
1075,3,5,3,3,0.003677
914,2,32,1,4,0.003677
1086,3,5,12,2,0.003677
2587,6,16,2,4,0.003677
1087,3,5,12,4,0.003677
4681,13,23,1,6,0.003677
2512,6,8,10,13,0.003677
3960,10,9,2,4,0.003677
3968,10,9,12,2,0.003677
1419,3,33,2,5,0.003677
8069,27,9,9,10,0.003677
6799,22,16,2,4,0.003677
8094,27,13,11,6,0.003677
6153,19,8,10,13,0.003677
4711,13,27,1,6,0.003677
3499,8,35,2,1,0.003677
6155,19,8,12,12,0.003662
7530,24,26,7,5,0.003662
6449,21,8,9,10,0.003662
6559,21,26,2,1,0.003662
6669,22,5,2,4,0.003662
2951,7,19,5,1,0.003662
6666,22,5,1,4,0.003662
3963,10,9,4,2,0.003662
787,2,18,4,1,0.003662
2519,6,9,2,4,0.003662
2520,6,9,4,2,0.003662
1427,3,34,2,4,0.003662
6678,22,5,7,5,0.003662
5339,16,6,4,2,0.003662
7930,26,31,1,1,0.003662
2541,6,11,1,6,0.003662
6910,22,27,4,1,0.003662
3177,8,7,4,1,0.003662
5431,16,19,1,4,0.003662
6679,22,5,12,2,0.003662
7419,24,11,2,2,0.003662
6680,22,5,12,4,0.003662
6154,19,8,12,4,0.003662
1071,3,5,2,5,0.003662
2870,7,8,4,4,0.003662
7092,23,8,1,4,0.003662
8167,27,22,2,4,0.003662
2720,6,31,3,3,0.003662
4273,11,8,6,5,0.003662
6688,22,6,2,4,0.003662
1431,3,34,4,2,0.003662
5732,18,2,12,4,0.003662
946,2,35,2,1,0.003662
9513,35,8,4,1,0.003662
943,2,35,1,2,0.003662
6674,22,5,4,2,0.003662
939,2,34,4,2,0.003662
927,2,33,2,5,0.003662
6796,22,16,1,4,0.003662
5728,18,2,4,2,0.003662
5724,18,2,2,4,0.003662
7093,23,8,1,6,0.003662
1316,3,22,7,5,0.003662
4680,13,23,1,3,0.003662
2238,5,22,12,4,0.003649
1870,4,35,4,1,0.003649
2237,5,22,12,2,0.003649
4705,13,26,1,6,0.003649
7499,24,23,4,4,0.003649
3159,8,6,3,3,0.003649
1433,3,34,11,6,0.003649
5119,15,6,3,3,0.003649
3103,8,3,10,13,0.003649
2232,5,22,4,2,0.003649
4043,10,16,2,4,0.003649
2227,5,22,2,4,0.003649
2224,5,22,1,4,0.003649
3138,8,5,3,3,0.003649
7897,26,23,12,2,0.003649
7259,23,27,9,10,0.003649
8843,32,6,7,5,0.003649
2236,5,22,7,5,0.003649
3454,8,29,12,2,0.003649
4867,14,9,4,4,0.003649
3619,9,8,8,9,0.003649
2711,6,29,2,2,0.003649
8833,32,6,1,4,0.003649
2714,6,29,12,2,0.003649
2050,5,8,3,3,0.003649
8793,32,3,3,3,0.003649
4693,13,24,7,5,0.003649
554,2,3,1,4,0.003649
3460,8,31,2,2,0.003649
8300,28,3,12,4,0.003649
3222,8,10,1,4,0.003649
8044,27,7,4,4,0.003649
2996,7,27,4,4,0.003649
8147,27,19,1,6,0.003649
7161,23,14,7,5,0.003649
7162,23,14,12,2,0.003649
3227,8,10,2,5,0.003649
8191,27,24,10,15,0.003649
7087,23,7,4,4,0.003649
3228,8,10,2,6,0.003649
3262,8,13,8,9,0.003649
2629,6,21,2,1,0.003649
8788,32,3,1,4,0.003637
3259,8,13,6,5,0.003637
5465,16,23,2,14,0.003637
4300,11,13,3,1,0.003637
8296,28,3,1,3,0.003637
1429,3,34,3,3,0.003637
3256,8,13,2,5,0.003637
3237,8,10,12,2,0.003637
7862,26,15,6,5,0.003637
5718,18,2,1,2,0.003637
8797,32,3,7,5,0.003637
3253,8,13,1,3,0.003637
5721,18,2,1,6,0.003637
7141,23,12,1,6,0.003637
5866,18,16,2,1,0.003637
2949,7,19,4,1,0.003637
4271,11,8,2,5,0.003637
896,2,28,1,3,0.003637
9479,35,4,4,1,0.003637
5146,15,10,2,2,0.003637
642,2,7,2,5,0.003637
8596,29,26,1,6,0.003637
3763,9,27,4,2,0.003637
2719,6,31,3,1,0.003637
8145,27,19,1,3,0.003637
7428,24,13,2,2,0.003637
1073,3,5,2,14,0.003637
4637,13,16,1,6,0.003637
2576,6,15,3,3,0.003637
644,2,7,3,3,0.003637
2863,7,8,1,6,0.003637
1424,3,34,1,4,0.003637
7896,26,23,7,5,0.003637
4989,14,24,1,6,0.003637
4952,14,19,1,1,0.003637
640,2,7,1,6,0.003624
8,1,1,2,6,0.003624
935,2,34,2,4,0.003624
8777,32,2,3,3,0.003624
2650,6,23,1,3,0.003624
6695,22,6,7,5,0.003624
6128,19,6,10,13,0.003624
2676,6,25,2,2,0.003624
1854,4,34,1,4,0.003624
2652,6,23,1,6,0.003624
23,1,1,12,2,0.003624
1164,3,10,1,4,0.003624
2644,6,22,4,1,0.003624
1170,3,10,2,6,0.003624
3144,8,5,10,13,0.003624
22,1,1,11,8,0.003624
6152,19,8,8,9,0.003624
5196,15,21,2,1,0.003624
5333,16,6,1,4,0.003624
3943,10,8,2,6,0.003624
3942,10,8,2,5,0.003624
4147,10,25,10,13,0.003624
4165,10,27,10,13,0.003624
3994,10,11,2,5,0.003624
4280,11,10,2,5,0.003624
4326,11,23,1,6,0.003624
5118,15,6,3,1,0.003624
7846,26,13,1,6,0.003624
4982,14,23,2,14,0.003624
8026,27,6,1,6,0.003624
8037,27,6,10,13,0.003624
8038,27,6,11,6,0.003624
7500,24,23,7,5,0.003624
8090,27,13,4,4,0.003624
5727,18,2,4,1,0.003624
5720,18,2,1,4,0.003624
4696,13,24,10,15,0.003624
3252,8,13,1,1,0.003624
4050,10,16,11,6,0.003624
4144,10,25,2,2,0.003624
4130,10,24,1,2,0.00361
2059,5,8,10,13,0.00361
3241,8,11,3,1,0.00361
1861,4,34,4,2,0.00361
7617,25,6,10,13,0.00361
4704,13,26,1,3,0.00361
7705,25,23,2,2,0.00361
7901,26,24,7,5,0.00361
8787,32,3,1,3,0.00361
2975,7,23,4,4,0.00361
8146,27,19,1,4,0.00361
2869,7,8,4,1,0.00361
2868,7,8,3,7,0.00361
8121,27,16,4,1,0.00361
8108,27,15,3,1,0.00361
3574,9,4,8,9,0.00361
6119,19,6,1,6,0.00361
3882,10,4,12,2,0.00361
7874,26,18,2,1,0.00361
2575,6,15,3,1,0.00361
2987,7,26,6,5,0.00361
3914,10,6,2,6,0.00361
3920,10,6,11,6,0.00361
3937,10,8,1,4,0.00361
3955,10,8,12,2,0.00361
9195,34,4,1,4,0.00361
4710,13,27,1,1,0.00361
3449,8,29,2,2,0.00361
559,2,3,2,5,0.00361
6671,22,5,3,3,0.00361
9510,35,8,2,1,0.00361
5366,16,10,1,4,0.00361
5337,16,6,2,4,0.00361
5206,15,23,2,2,0.00361
6673,22,5,4,1,0.00361
1183,3,10,12,2,0.00361
8299,28,3,10,13,0.003597
5467,16,23,4,2,0.003597
7812,26,7,3,1,0.003597
7845,26,13,1,3,0.003597
3570,9,4,4,2,0.003597
8170,27,22,4,1,0.003597
950,2,35,4,2,0.003597
3575,9,4,12,2,0.003597
3681,9,16,2,2,0.003597
2229,5,22,3,3,0.003597
2231,5,22,4,1,0.003597
6083,19,4,2,1,0.003597
932,2,34,1,4,0.003597
2625,6,19,10,13,0.003597
2695,6,27,3,3,0.003597
1049,3,4,2,6,0.003597
1044,3,4,1,4,0.003597
3451,8,29,6,8,0.003597
1060,3,4,12,2,0.003597
9202,34,4,4,2,0.003597
7531,24,26,12,2,0.003597
4679,13,23,1,1,0.003597
3447,8,29,1,3,0.003597
2873,7,8,6,5,0.003597
4535,13,6,10,13,0.003597
2872,7,8,5,7,0.003597
1061,3,4,12,4,0.003597
4533,13,6,7,5,0.003597
4269,11,8,1,6,0.003597
3236,8,10,11,6,0.003597
2865,7,8,2,5,0.003597
6140,19,8,1,4,0.003584
6642,22,3,12,4,0.003584
8467,29,6,12,2,0.003584
2616,6,19,1,6,0.003584
6141,19,8,1,6,0.003584
3762,9,27,2,4,0.003584
8461,29,6,2,2,0.003584
8089,27,13,1,6,0.003584
3667,9,14,2,1,0.003584
6631,22,3,2,4,0.003584
6641,22,3,12,2,0.003584
8082,27,10,10,13,0.003584
6080,19,4,1,2,0.003584
5372,16,10,4,1,0.003584
6636,22,3,4,2,0.003584
3595,9,6,2,1,0.003584
4869,14,9,12,2,0.003584
8186,27,24,2,2,0.003584
5148,15,10,10,13,0.003584
7902,26,24,12,2,0.003584
1182,3,10,11,6,0.003584
1650,4,10,12,2,0.003584
1171,3,10,2,14,0.003584
